year_actual,month_name,interaction_type,channel,complaint_category,total_interactions,avg_duration,avg_satisfaction,follow_ups_required,avg_resolution_time
2024,August,Klaim,Call Center,,178,34.859550561797754,3.016,48,59.712
2024,August,Klaim,Email,,162,34.89506172839506,3.142857142857143,49,57.075630252100844
2024,August,Klaim,Live Chat,,188,33.888297872340424,2.9772727272727275,63,63.27272727272727
2024,August,Klaim,Mobile App,,167,36.52694610778443,2.8879310344827585,40,57.10344827586207
2024,August,Klaim,Social Media,,163,33.263803680981596,2.926605504587156,43,53.28440366972477
2024,August,Klaim,Walk-in,,174,35.41954022988506,2.909090909090909,55,59.900826446280995
2024,August,Klaim,Website,,180,33.56111111111111,2.9615384615384617,50,62.76923076923077
2024,August,Pembatalan Polis,Call Center,,182,16.417582417582416,2.992481203007519,56,59.909774436090224
2024,August,Pembatalan Polis,Email,,185,16.82162162162162,3.0431654676258995,62,58.35971223021583
2024,August,Pembatalan Polis,Live Chat,,194,16.582474226804123,2.9214285714285713,62,58.114285714285714
2024,August,Pembatalan Polis,Mobile App,,169,16.390532544378697,3.0806451612903225,64,60.0
2024,August,Pembatalan Polis,Social Media,,157,16.503184713375795,2.8376068376068377,46,63.17948717948718
2024,August,Pembatalan Polis,Walk-in,,199,16.386934673366834,2.816901408450704,53,61.183098591549296
2024,August,Pembatalan Polis,Website,,179,16.75418994413408,3.009009009009009,50,60.75675675675676
2024,August,Pembayaran,Call Center,,163,16.042944785276074,3.047169811320755,52,57.056603773584904
2024,August,Pembayaran,Email,,164,16.609756097560975,3.1260504201680672,57,60.10084033613445
2024,August,Pembayaran,Live Chat,,160,15.575,2.9454545454545453,53,60.872727272727275
2024,August,Pembayaran,Mobile App,,171,16.321637426900583,2.869918699186992,52,63.80487804878049
2024,August,Pembayaran,Social Media,,150,16.533333333333335,2.961904761904762,45,63.08571428571429
2024,August,Pembayaran,Walk-in,,173,15.705202312138729,3.034188034188034,48,61.12820512820513
2024,August,Pembayaran,Website,,179,15.508379888268156,2.816,60,54.144
2024,August,Permintaan Informasi,Call Center,,152,16.105263157894736,3.0833333333333335,43,53.333333333333336
2024,August,Permintaan Informasi,Email,,140,16.57857142857143,2.9,45,64.8
2024,August,Permintaan Informasi,Live Chat,,159,16.52201257861635,3.2017543859649122,55,59.1578947368421
2024,August,Permintaan Informasi,Mobile App,,179,15.888268156424582,3.0223880597014925,51,61.07462686567164
2024,August,Permintaan Informasi,Social Media,,152,15.506578947368421,3.101010101010101,39,54.303030303030305
2024,August,Permintaan Informasi,Walk-in,,191,16.513089005235603,3.0597014925373136,64,56.776119402985074
2024,August,Permintaan Informasi,Website,,162,16.419753086419753,2.9814814814814814,51,56.44444444444444
2024,August,Pertanyaan,Call Center,,165,16.721212121212123,2.9565217391304346,53,55.721739130434784
2024,August,Pertanyaan,Email,,168,16.226190476190474,2.78125,47,60.5625
2024,August,Pertanyaan,Live Chat,,161,16.167701863354036,2.9909090909090907,46,61.96363636363636
2024,August,Pertanyaan,Mobile App,,182,16.395604395604394,2.9453125,72,61.5
2024,August,Pertanyaan,Social Media,,173,15.803468208092486,2.913793103448276,63,56.689655172413794
2024,August,Pertanyaan,Walk-in,,176,17.193181818181817,3.0782608695652174,47,60.7304347826087
2024,August,Pertanyaan,Website,,160,15.99375,3.1769911504424777,43,63.29203539823009
2024,August,Perubahan Data,Call Center,,162,16.84567901234568,2.9827586206896552,39,55.241379310344826
2024,August,Perubahan Data,Email,,174,16.057471264367816,2.9516129032258065,48,64.06451612903226
2024,August,Perubahan Data,Live Chat,,179,17.41340782122905,3.1203007518796992,53,61.89473684210526
2024,August,Perubahan Data,Mobile App,,178,17.140449438202246,3.1186440677966103,57,66.50847457627118
2024,August,Perubahan Data,Social Media,,177,15.785310734463277,3.0826446280991737,57,59.107438016528924
2024,August,Perubahan Data,Walk-in,,172,16.13953488372093,2.8934426229508197,52,61.377049180327866
2024,August,Perubahan Data,Website,,171,15.894736842105264,2.9217391304347826,47,60.10434782608696
2024,December,Keluhan,Call Center,Agent,22,34.77272727272727,3.6923076923076925,5,66.46153846153847
2024,December,Keluhan,Call Center,Harga,30,31.3,3.260869565217391,9,46.95652173913044
2024,December,Keluhan,Call Center,Informasi,24,33.625,3.1578947368421053,6,66.94736842105263
2024,December,Keluhan,Call Center,Layanan,19,26.894736842105264,2.625,4,55.5
2024,December,Keluhan,Call Center,Produk,38,36.23684210526316,2.48,9,59.52
2024,December,Keluhan,Call Center,Proses Klaim,27,32.7037037037037,3.111111111111111,8,52.0
2024,December,Keluhan,Call Center,Proses Pembayaran,18,34.111111111111114,3.0714285714285716,1,60.0
2024,December,Keluhan,Email,Agent,23,36.73913043478261,2.533333333333333,11,60.8
2024,December,Keluhan,Email,Harga,23,32.78260869565217,3.066666666666667,8,49.6
2024,December,Keluhan,Email,Informasi,24,34.791666666666664,3.0,8,61.2
2024,December,Keluhan,Email,Layanan,34,38.294117647058826,3.206896551724138,10,52.96551724137931
2024,December,Keluhan,Email,Produk,28,33.357142857142854,3.375,8,52.5
2024,December,Keluhan,Email,Proses Klaim,17,38.35294117647059,1.9090909090909092,9,58.90909090909091
2024,December,Keluhan,Email,Proses Pembayaran,16,40.375,3.0,2,67.63636363636364
2024,December,Keluhan,Live Chat,Agent,32,34.4375,2.55,8,52.8
2024,December,Keluhan,Live Chat,Harga,24,32.458333333333336,2.466666666666667,7,72.0
2024,December,Keluhan,Live Chat,Informasi,29,34.827586206896555,2.526315789473684,10,56.8421052631579
2024,December,Keluhan,Live Chat,Layanan,15,32.666666666666664,2.8,4,43.2
2024,December,Keluhan,Live Chat,Produk,31,31.29032258064516,3.44,7,61.44
2024,December,Keluhan,Live Chat,Proses Klaim,26,33.46153846153846,3.1,4,62.4
2024,December,Keluhan,Live Chat,Proses Pembayaran,34,35.85294117647059,3.2962962962962963,9,59.55555555555556
2024,December,Keluhan,Mobile App,Agent,32,35.90625,2.740740740740741,10,60.44444444444444
2024,December,Keluhan,Mobile App,Harga,22,41.77272727272727,3.111111111111111,7,52.0
2024,December,Keluhan,Mobile App,Informasi,21,31.857142857142858,2.7058823529411766,8,60.705882352941174
2024,December,Keluhan,Mobile App,Layanan,23,38.43478260869565,2.555555555555556,4,69.33333333333333
2024,December,Keluhan,Mobile App,Produk,23,34.82608695652174,2.7777777777777777,11,56.0
2024,December,Keluhan,Mobile App,Proses Klaim,21,33.19047619047619,2.7857142857142856,6,66.85714285714286
2024,December,Keluhan,Mobile App,Proses Pembayaran,21,27.666666666666668,2.6,7,56.0
2024,December,Keluhan,Social Media,Agent,28,32.42857142857143,3.0526315789473686,11,74.52631578947368
2024,December,Keluhan,Social Media,Harga,29,33.37931034482759,2.8636363636363638,6,50.18181818181818
2024,December,Keluhan,Social Media,Informasi,31,36.03225806451613,3.35,10,48.0
2024,December,Keluhan,Social Media,Layanan,21,34.04761904761905,3.0625,4,57.0
2024,December,Keluhan,Social Media,Produk,29,31.96551724137931,2.9047619047619047,10,50.285714285714285
2024,December,Keluhan,Social Media,Proses Klaim,27,38.925925925925924,2.5294117647058822,8,53.64705882352941
2024,December,Keluhan,Social Media,Proses Pembayaran,19,36.73684210526316,3.1538461538461537,6,59.07692307692308
2024,December,Keluhan,Walk-in,Agent,22,33.86363636363637,3.0,7,57.23076923076923
2024,December,Keluhan,Walk-in,Harga,23,36.69565217391305,3.357142857142857,7,65.14285714285714
2024,December,Keluhan,Walk-in,Informasi,31,33.483870967741936,2.5833333333333335,8,65.0
2024,December,Keluhan,Walk-in,Layanan,18,34.05555555555556,2.923076923076923,5,62.76923076923077
2024,December,Keluhan,Walk-in,Produk,27,33.629629629629626,3.1,9,64.8
2024,December,Keluhan,Walk-in,Proses Klaim,16,35.625,3.0714285714285716,4,49.714285714285715
2024,December,Keluhan,Walk-in,Proses Pembayaran,23,32.17391304347826,3.8,6,49.6
2024,December,Keluhan,Website,Agent,23,31.347826086956523,3.263157894736842,11,55.578947368421055
2024,December,Keluhan,Website,Harga,30,33.733333333333334,2.8,6,49.2
2024,December,Keluhan,Website,Informasi,23,36.391304347826086,2.6666666666666665,8,75.2
2024,December,Keluhan,Website,Layanan,28,33.82142857142857,3.0,9,54.0
2024,December,Keluhan,Website,Produk,21,35.23809523809524,3.2,4,64.0
2024,December,Keluhan,Website,Proses Klaim,22,35.0,2.823529411764706,14,55.05882352941177
2024,December,Keluhan,Website,Proses Pembayaran,20,35.35,3.0714285714285716,7,54.857142857142854
2024,December,Klaim,Call Center,,178,34.47191011235955,3.1176470588235294,53,54.857142857142854
2024,December,Klaim,Email,,174,35.56896551724138,2.6307692307692307,47,64.98461538461538
2024,December,Klaim,Live Chat,,174,35.52298850574713,2.991869918699187,54,60.292682926829265
2024,December,Klaim,Mobile App,,162,34.858024691358025,3.2644628099173554,51,61.48760330578512
2024,December,Klaim,Social Media,,160,36.4125,3.0442477876106193,50,64.35398230088495
2024,December,Klaim,Walk-in,,171,34.005847953216374,2.7079646017699117,53,60.95575221238938
2024,December,Klaim,Website,,144,34.68055555555556,3.0319148936170213,37,60.255319148936174
2024,December,Pembatalan Polis,Call Center,,174,16.92528735632184,2.811023622047244,45,57.44881889763779
2024,December,Pembatalan Polis,Email,,185,17.616216216216216,2.9782608695652173,60,60.52173913043478
2024,December,Pembatalan Polis,Live Chat,,180,16.477777777777778,2.936,56,57.408
2024,December,Pembatalan Polis,Mobile App,,164,16.304878048780488,2.9043478260869566,48,55.51304347826087
2024,December,Pembatalan Polis,Social Media,,205,16.26341463414634,3.039735099337748,46,56.90066225165563
2024,December,Pembatalan Polis,Walk-in,,167,16.772455089820358,2.9646017699115044,46,62.230088495575224
2024,December,Pembatalan Polis,Website,,156,17.365384615384617,3.019607843137255,43,64.47058823529412
2024,December,Pembayaran,Call Center,,194,16.778350515463917,3.0144927536231885,74,61.04347826086956
2024,December,Pembayaran,Email,,160,16.65625,3.1192660550458715,47,57.46788990825688
2024,December,Pembayaran,Live Chat,,161,16.304347826086957,3.0,41,58.645161290322584
2024,December,Pembayaran,Mobile App,,166,15.096385542168674,3.008130081300813,42,52.09756097560975
2024,December,Pembayaran,Social Media,,188,15.813829787234043,2.856060606060606,61,64.0
2024,December,Pembayaran,Walk-in,,177,15.98870056497175,2.7674418604651163,65,57.674418604651166
2024,December,Pembayaran,Website,,180,16.466666666666665,2.9365079365079363,51,58.285714285714285
2024,December,Permintaan Informasi,Call Center,,171,16.374269005847953,2.8048780487804876,50,60.68292682926829
2024,December,Permintaan Informasi,Email,,181,15.966850828729282,3.1818181818181817,57,59.70247933884298
2024,December,Permintaan Informasi,Live Chat,,169,16.86390532544379,3.0258620689655173,49,59.37931034482759
2024,December,Permintaan Informasi,Mobile App,,164,17.323170731707318,2.7844827586206895,46,57.310344827586206
2024,December,Permintaan Informasi,Social Media,,154,16.038961038961038,2.9375,44,65.0
2024,December,Permintaan Informasi,Walk-in,,171,17.92982456140351,2.7394957983193278,44,60.50420168067227
2024,December,Permintaan Informasi,Website,,172,16.941860465116278,2.910569105691057,56,61.65853658536585
2024,December,Pertanyaan,Call Center,,181,17.23204419889503,3.204724409448819,44,63.118110236220474
2024,December,Pertanyaan,Email,,167,16.940119760479043,3.0168067226890756,52,60.90756302521008
2024,December,Pertanyaan,Live Chat,,159,16.270440251572328,2.8189655172413794,43,63.310344827586206
2024,December,Pertanyaan,Mobile App,,171,16.964912280701753,3.2413793103448274,51,63.93103448275862
2024,December,Pertanyaan,Social Media,,192,16.4375,3.0588235294117645,56,59.11764705882353
2024,December,Pertanyaan,Walk-in,,194,15.881443298969073,3.0076335877862594,56,58.0763358778626
2024,December,Pertanyaan,Website,,176,17.880681818181817,3.0672268907563023,51,59.294117647058826
2024,December,Perubahan Data,Call Center,,171,16.257309941520468,3.0,53,57.08108108108108
2024,December,Perubahan Data,Email,,156,15.724358974358974,2.861111111111111,50,56.666666666666664
2024,December,Perubahan Data,Live Chat,,179,15.916201117318435,2.902439024390244,61,55.609756097560975
2024,December,Perubahan Data,Mobile App,,186,16.758064516129032,3.1313868613138687,51,62.01459854014598
2024,December,Perubahan Data,Social Media,,161,15.73913043478261,3.0,45,58.11764705882353
2024,December,Perubahan Data,Walk-in,,160,16.7625,2.857142857142857,50,58.890756302521005
2024,December,Perubahan Data,Website,,170,16.46470588235294,2.9130434782608696,57,63.86086956521739
2024,July,Keluhan,Call Center,Agent,18,30.555555555555557,3.1818181818181817,3,58.90909090909091
2024,July,Keluhan,Call Center,Harga,16,34.8125,3.125,4,60.0
2024,July,Keluhan,Call Center,Informasi,13,39.07692307692308,2.555555555555556,3,64.0
2024,July,Keluhan,Call Center,Layanan,22,36.36363636363637,2.8333333333333335,3,52.0
2024,July,Keluhan,Call Center,Produk,20,27.1,2.764705882352941,6,64.94117647058823
2024,July,Keluhan,Call Center,Proses Klaim,17,32.470588235294116,2.642857142857143,3,68.57142857142857
2024,July,Keluhan,Call Center,Proses Pembayaran,19,34.26315789473684,3.2142857142857144,5,66.85714285714286
2024,July,Keluhan,Email,Agent,16,29.25,2.909090909090909,3,54.54545454545455
2024,July,Keluhan,Email,Harga,14,35.5,2.5,4,57.0
2024,July,Keluhan,Email,Informasi,20,36.35,3.4,5,57.6
2024,July,Keluhan,Email,Layanan,17,37.470588235294116,3.3,6,72.0
2024,July,Keluhan,Email,Produk,22,36.18181818181818,3.0526315789473686,7,60.63157894736842
2024,July,Keluhan,Email,Proses Klaim,21,29.142857142857142,2.75,5,73.5
2024,July,Keluhan,Email,Proses Pembayaran,19,32.21052631578947,2.5,7,46.0
2024,July,Keluhan,Live Chat,Agent,28,33.785714285714285,2.9583333333333335,9,49.0
2024,July,Keluhan,Live Chat,Harga,21,43.333333333333336,3.142857142857143,8,61.714285714285715
2024,July,Keluhan,Live Chat,Informasi,16,26.4375,3.1538461538461537,3,51.69230769230769
2024,July,Keluhan,Live Chat,Layanan,17,36.1764705882353,2.1,3,74.4
2024,July,Keluhan,Live Chat,Produk,26,32.80769230769231,3.0714285714285716,9,63.42857142857143
2024,July,Keluhan,Live Chat,Proses Klaim,16,34.0,3.0,1,64.0
2024,July,Keluhan,Live Chat,Proses Pembayaran,29,33.3448275862069,3.125,6,67.5
2024,July,Keluhan,Mobile App,Agent,19,36.578947368421055,2.7142857142857144,5,56.57142857142857
2024,July,Keluhan,Mobile App,Harga,14,30.142857142857142,2.25,5,42.0
2024,July,Keluhan,Mobile App,Informasi,20,33.05,3.5294117647058822,8,64.94117647058823
2024,July,Keluhan,Mobile App,Layanan,22,31.272727272727273,3.2,5,65.6
2024,July,Keluhan,Mobile App,Produk,21,35.523809523809526,3.2,9,68.8
2024,July,Keluhan,Mobile App,Proses Klaim,20,32.85,3.4285714285714284,8,53.142857142857146
2024,July,Keluhan,Mobile App,Proses Pembayaran,22,33.22727272727273,2.8125,9,61.5
2024,July,Keluhan,Social Media,Agent,18,34.55555555555556,3.25,6,45.0
2024,July,Keluhan,Social Media,Harga,14,32.785714285714285,3.8181818181818183,5,52.36363636363637
2024,July,Keluhan,Social Media,Informasi,18,33.666666666666664,3.5833333333333335,4,72.0
2024,July,Keluhan,Social Media,Layanan,23,30.52173913043478,2.8,5,54.4
2024,July,Keluhan,Social Media,Produk,16,40.0625,3.4285714285714284,4,60.0
2024,July,Keluhan,Social Media,Proses Klaim,23,33.34782608695652,2.6875,6,78.0
2024,July,Keluhan,Social Media,Proses Pembayaran,17,32.11764705882353,2.8181818181818183,6,56.72727272727273
2024,July,Keluhan,Walk-in,Agent,24,37.958333333333336,3.2777777777777777,7,60.0
2024,July,Keluhan,Walk-in,Harga,12,37.166666666666664,2.9,4,67.2
2024,July,Keluhan,Walk-in,Informasi,23,32.91304347826087,2.9375,8,54.0
2024,July,Keluhan,Walk-in,Layanan,20,39.05,2.5,6,52.8
2024,July,Keluhan,Walk-in,Produk,20,40.0,3.5,5,68.0
2024,July,Keluhan,Walk-in,Proses Klaim,21,30.666666666666668,2.9166666666666665,5,64.0
2024,July,Keluhan,Walk-in,Proses Pembayaran,24,34.208333333333336,2.6875,10,54.0
2024,July,Keluhan,Website,Agent,16,36.5625,3.0833333333333335,6,32.0
2024,July,Keluhan,Website,Harga,9,31.22222222222222,2.6666666666666665,4,64.0
2024,July,Keluhan,Website,Informasi,25,37.36,3.2777777777777777,5,64.0
2024,July,Keluhan,Website,Layanan,25,38.64,2.588235294117647,6,60.705882352941174
2024,July,Keluhan,Website,Produk,14,30.428571428571427,2.75,3,63.0
2024,July,Keluhan,Website,Proses Klaim,20,37.4,2.875,8,66.0
2024,July,Keluhan,Website,Proses Pembayaran,21,38.80952380952381,2.6923076923076925,7,53.53846153846154
2024,July,Klaim,Call Center,,122,35.467213114754095,3.103448275862069,39,60.13793103448276
2024,July,Klaim,Email,,122,33.885245901639344,2.925925925925926,35,71.11111111111111
2024,July,Klaim,Live Chat,,105,35.91428571428571,2.789473684210526,34,59.68421052631579
2024,July,Klaim,Mobile App,,133,35.578947368421055,2.9680851063829787,38,60.0
2024,July,Klaim,Social Media,,117,37.17094017094017,3.2976190476190474,39,61.714285714285715
2024,July,Klaim,Walk-in,,131,35.51908396946565,2.9885057471264367,52,59.86206896551724
2024,July,Klaim,Website,,116,36.41379310344828,3.185185185185185,33,59.25925925925926
2024,July,Pembatalan Polis,Call Center,,114,17.54385964912281,3.111111111111111,43,64.66666666666667
2024,July,Pembatalan Polis,Email,,131,16.458015267175572,2.9611650485436893,41,63.84466019417476
2024,July,Pembatalan Polis,Live Chat,,121,16.305785123966942,2.8846153846153846,37,64.0
2024,July,Pembatalan Polis,Mobile App,,115,17.330434782608695,3.1547619047619047,40,57.142857142857146
2024,July,Pembatalan Polis,Social Media,,123,15.983739837398375,3.077777777777778,35,62.666666666666664
2024,July,Pembatalan Polis,Walk-in,,120,17.325,2.875,24,66.0
2024,July,Pembatalan Polis,Website,,115,16.530434782608697,2.963855421686747,42,60.433734939759034
2024,July,Pembayaran,Call Center,,145,14.717241379310344,2.857142857142857,39,64.91428571428571
2024,July,Pembayaran,Email,,112,17.857142857142858,3.2465753424657535,29,66.41095890410959
2024,July,Pembayaran,Live Chat,,133,15.887218045112782,2.8488372093023258,33,57.48837209302326
2024,July,Pembayaran,Mobile App,,117,16.05128205128205,2.7972972972972974,44,64.54054054054055
2024,July,Pembayaran,Social Media,,122,17.483606557377048,2.769230769230769,38,57.23076923076923
2024,July,Pembayaran,Walk-in,,116,14.474137931034482,2.819277108433735,32,57.54216867469879
2024,July,Pembayaran,Website,,115,16.469565217391303,2.851851851851852,35,68.14814814814815
2024,July,Permintaan Informasi,Call Center,,121,15.487603305785123,3.1341463414634148,35,58.24390243902439
2024,July,Permintaan Informasi,Email,,120,16.683333333333334,3.064516129032258,34,64.0
2024,July,Permintaan Informasi,Live Chat,,127,17.53543307086614,3.0493827160493825,36,53.333333333333336
2024,July,Permintaan Informasi,Mobile App,,116,16.982758620689655,3.1447368421052633,38,57.1578947368421
2024,July,Permintaan Informasi,Social Media,,129,14.914728682170542,3.0963855421686746,37,56.963855421686745
2024,July,Permintaan Informasi,Walk-in,,132,16.431818181818183,2.9789473684210526,41,57.85263157894737
2024,July,Permintaan Informasi,Website,,118,16.584745762711865,2.9054054054054053,35,58.7027027027027
2024,July,Pertanyaan,Call Center,,124,16.45967741935484,2.9195402298850577,35,59.86206896551724
2024,July,Pertanyaan,Email,,115,16.608695652173914,3.0,32,57.77777777777778
2024,July,Pertanyaan,Live Chat,,127,17.22047244094488,2.9775280898876404,37,63.640449438202246
2024,July,Pertanyaan,Mobile App,,127,17.26771653543307,2.978494623655914,42,66.3225806451613
2024,July,Pertanyaan,Social Media,,130,16.2,3.206896551724138,39,53.51724137931034
2024,July,Pertanyaan,Walk-in,,124,16.991935483870968,2.9473684210526314,37,61.642105263157895
2024,July,Pertanyaan,Website,,149,16.946308724832214,2.9473684210526314,42,70.23157894736842
2024,July,Perubahan Data,Call Center,,132,16.318181818181817,3.173469387755102,43,68.08163265306122
2024,July,Perubahan Data,Email,,122,17.057377049180328,3.0869565217391304,45,59.21739130434783
2024,July,Perubahan Data,Live Chat,,145,16.862068965517242,3.1485148514851486,41,63.68316831683168
2024,July,Perubahan Data,Mobile App,,115,17.034782608695654,2.953488372093023,34,61.674418604651166
2024,July,Perubahan Data,Social Media,,117,17.53846153846154,3.1971830985915495,36,64.90140845070422
2024,July,Perubahan Data,Walk-in,,129,16.2015503875969,3.376470588235294,31,59.576470588235296
2024,July,Perubahan Data,Website,,123,16.146341463414632,3.303921568627451,38,65.17647058823529
2024,November,Keluhan,Call Center,Agent,26,30.307692307692307,2.9473684210526314,11,69.47368421052632
2024,November,Keluhan,Call Center,Harga,26,37.61538461538461,3.0526315789473686,8,61.89473684210526
2024,November,Keluhan,Call Center,Informasi,23,36.0,2.888888888888889,4,69.33333333333333
2024,November,Keluhan,Call Center,Layanan,25,39.76,3.0625,7,54.0
2024,November,Keluhan,Call Center,Produk,24,34.083333333333336,2.5625,8,57.0
2024,November,Keluhan,Call Center,Proses Klaim,22,30.272727272727273,3.6153846153846154,6,46.15384615384615
2024,November,Keluhan,Call Center,Proses Pembayaran,20,39.65,3.4285714285714284,12,46.285714285714285
2024,November,Keluhan,Email,Agent,21,31.285714285714285,3.0833333333333335,5,64.0
2024,November,Keluhan,Email,Harga,29,36.6551724137931,2.9166666666666665,5,60.0
2024,November,Keluhan,Email,Informasi,29,37.06896551724138,2.590909090909091,12,53.45454545454545
2024,November,Keluhan,Email,Layanan,23,32.43478260869565,3.533333333333333,7,56.0
2024,November,Keluhan,Email,Produk,24,31.583333333333332,2.466666666666667,8,64.0
2024,November,Keluhan,Email,Proses Klaim,26,39.46153846153846,2.8636363636363638,4,49.09090909090909
2024,November,Keluhan,Email,Proses Pembayaran,31,35.58064516129032,2.48,11,72.0
2024,November,Keluhan,Live Chat,Agent,21,37.76190476190476,2.5,6,66.0
2024,November,Keluhan,Live Chat,Harga,27,30.22222222222222,3.7142857142857144,10,61.714285714285715
2024,November,Keluhan,Live Chat,Informasi,28,37.25,2.6956521739130435,8,56.34782608695652
2024,November,Keluhan,Live Chat,Layanan,13,36.30769230769231,3.25,4,62.0
2024,November,Keluhan,Live Chat,Produk,15,28.866666666666667,3.5,5,72.0
2024,November,Keluhan,Live Chat,Proses Klaim,26,35.46153846153846,3.0,11,44.21052631578947
2024,November,Keluhan,Live Chat,Proses Pembayaran,22,38.95454545454545,2.9285714285714284,6,66.85714285714286
2024,November,Keluhan,Mobile App,Agent,19,41.526315789473685,2.6666666666666665,6,70.0
2024,November,Keluhan,Mobile App,Harga,23,34.65217391304348,3.0,4,60.0
2024,November,Keluhan,Mobile App,Informasi,15,36.53333333333333,1.9,3,55.2
2024,November,Keluhan,Mobile App,Layanan,21,36.714285714285715,2.75,5,48.0
2024,November,Keluhan,Mobile App,Produk,30,38.46666666666667,3.0476190476190474,8,56.0
2024,November,Keluhan,Mobile App,Proses Klaim,27,35.55555555555556,3.1666666666666665,6,57.333333333333336
2024,November,Keluhan,Mobile App,Proses Pembayaran,27,37.2962962962963,2.9545454545454546,6,56.72727272727273
