year_actual,month_name,department,jabatan,nama_product,jenis_product,total_activities,total_sales,conversion_rate,avg_activity_duration
2024,August,Sales,Regional Sales Manager,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,69,12,17.391304347826086,45.82608695652174
2024,August,Sales,Regional Sales Manager,Asuransi Kesehatan Veniam,Asuransi Kesehatan,61,13,21.311475409836063,49.24590163934426
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Aspernatur,Asuransi Pendidikan,68,16,23.52941176470588,52.794117647058826
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Delectus,Asuransi Pendidikan,65,20,30.76923076923077,46.292307692307695
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Et,Asuransi Pendidikan,72,16,22.22222222222222,46.875
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Eum,Asuransi Pendidikan,72,17,23.61111111111111,41.56944444444444
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Incidunt,Asuransi Pendidikan,65,19,29.230769230769234,46.58461538461538
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Inventore,Asuransi Pendidikan,71,17,23.943661971830984,54.647887323943664
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Magnam,Asuransi Pendidikan,77,22,28.57142857142857,40.935064935064936
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Minima,Asuransi Pendidikan,66,19,28.78787878787879,38.04545454545455
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Natus,Asuransi Pendidikan,59,13,22.033898305084744,43.23728813559322
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Nobis,Asuransi Pendidikan,61,15,24.59016393442623,50.0
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Nulla,Asuransi Pendidikan,57,15,26.31578947368421,50.01754385964912
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Occaecati,Asuransi Pendidikan,65,22,33.84615384615385,45.44615384615385
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Odio,Asuransi Pendidikan,68,21,30.88235294117647,43.220588235294116
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Odit,Asuransi Pendidikan,64,13,20.3125,44.828125
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Praesentium,Asuransi Pendidikan,61,11,18.0327868852459,42.21311475409836
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Quasi,Asuransi Pendidikan,68,23,33.82352941176471,45.94117647058823
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Qui,Asuransi Pendidikan,72,25,34.72222222222222,43.84722222222222
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Quod,Asuransi Pendidikan,73,18,24.65753424657534,42.986301369863014
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Recusandae,Asuransi Pendidikan,66,15,22.727272727272727,43.56060606060606
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Similique,Asuransi Pendidikan,60,14,23.333333333333332,43.016666666666666
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Sunt,Asuransi Pendidikan,67,14,20.8955223880597,42.791044776119406
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Suscipit,Asuransi Pendidikan,51,11,21.568627450980394,42.21568627450981
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Veritatis,Asuransi Pendidikan,52,16,30.76923076923077,50.5
2024,August,Sales,Regional Sales Manager,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,59,13,22.033898305084744,49.779661016949156
2024,August,Sales,Regional Sales Manager,Asuransi Properti Aspernatur,Asuransi Properti,76,24,31.57894736842105,42.68421052631579
2024,August,Sales,Regional Sales Manager,Asuransi Properti Eligendi,Asuransi Properti,60,14,23.333333333333332,44.43333333333333
2024,August,Sales,Regional Sales Manager,Asuransi Properti Error,Asuransi Properti,76,17,22.36842105263158,47.69736842105263
2024,August,Sales,Regional Sales Manager,Asuransi Properti Eum,Asuransi Properti,67,24,35.82089552238806,42.80597014925373
2024,August,Sales,Regional Sales Manager,Asuransi Properti Fugit,Asuransi Properti,64,14,21.875,45.5
2024,August,Sales,Regional Sales Manager,Asuransi Properti Hic,Asuransi Properti,65,19,29.230769230769234,44.707692307692305
2024,August,Sales,Regional Sales Manager,Asuransi Properti Illo,Asuransi Properti,59,12,20.33898305084746,40.152542372881356
2024,August,Sales,Regional Sales Manager,Asuransi Properti Quidem,Asuransi Properti,74,17,22.972972972972975,48.63513513513514
2024,August,Sales,Regional Sales Manager,Asuransi Properti Quod,Asuransi Properti,63,15,23.809523809523807,44.3968253968254
2024,August,Sales,Regional Sales Manager,Asuransi Properti Sapiente,Asuransi Properti,68,23,33.82352941176471,45.911764705882355
2024,August,Sales,Regional Sales Manager,Asuransi Properti Soluta,Asuransi Properti,60,13,21.666666666666668,46.71666666666667
2024,August,Sales,Regional Sales Manager,Asuransi Properti Suscipit,Asuransi Properti,78,18,23.076923076923077,49.87179487179487
2024,August,Sales,Regional Sales Manager,Asuransi Properti Ullam,Asuransi Properti,57,14,24.561403508771928,46.49122807017544
2024,August,Sales,Sales Executive,Asuransi Jiwa Accusantium,Asuransi Jiwa,59,14,23.728813559322035,46.54237288135593
2024,August,Sales,Sales Executive,Asuransi Jiwa Consectetur,Asuransi Jiwa,59,17,28.8135593220339,47.74576271186441
2024,August,Sales,Sales Executive,Asuransi Jiwa Corrupti,Asuransi Jiwa,61,16,26.229508196721312,42.950819672131146
2024,August,Sales,Sales Executive,Asuransi Jiwa Dicta,Asuransi Jiwa,68,15,22.058823529411764,49.455882352941174
2024,August,Sales,Sales Executive,Asuransi Jiwa Dolor,Asuransi Jiwa,70,15,21.428571428571427,45.31428571428572
2024,August,Sales,Sales Executive,Asuransi Jiwa Explicabo,Asuransi Jiwa,69,16,23.18840579710145,47.768115942028984
2024,August,Sales,Sales Executive,Asuransi Jiwa Fugiat,Asuransi Jiwa,67,16,23.88059701492537,51.417910447761194
2024,August,Sales,Sales Executive,Asuransi Jiwa Impedit,Asuransi Jiwa,85,24,28.235294117647058,45.11764705882353
2024,August,Sales,Sales Executive,Asuransi Jiwa Ipsum,Asuransi Jiwa,86,21,24.418604651162788,41.56976744186046
2024,August,Sales,Sales Executive,Asuransi Jiwa Iure,Asuransi Jiwa,68,17,25.0,44.205882352941174
2024,August,Sales,Sales Executive,Asuransi Jiwa Libero,Asuransi Jiwa,74,17,22.972972972972975,39.54054054054054
2024,August,Sales,Sales Executive,Asuransi Jiwa Nam,Asuransi Jiwa,69,16,23.18840579710145,49.768115942028984
2024,August,Sales,Sales Executive,Asuransi Jiwa Neque,Asuransi Jiwa,74,14,18.91891891891892,47.74324324324324
2024,August,Sales,Sales Executive,Asuransi Jiwa Nisi,Asuransi Jiwa,54,15,27.77777777777778,49.092592592592595
2024,August,Sales,Sales Executive,Asuransi Jiwa Nostrum,Asuransi Jiwa,76,19,25.0,43.30263157894737
2024,August,Sales,Sales Executive,Asuransi Jiwa Odit,Asuransi Jiwa,135,35,25.925925925925924,47.27407407407407
2024,August,Sales,Sales Executive,Asuransi Jiwa Officia,Asuransi Jiwa,78,14,17.94871794871795,49.82051282051282
2024,August,Sales,Sales Executive,Asuransi Jiwa Omnis,Asuransi Jiwa,65,15,23.076923076923077,53.43076923076923
2024,August,Sales,Sales Executive,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,123,28,22.76422764227642,44.5609756097561
2024,August,Sales,Sales Executive,Asuransi Jiwa Quo,Asuransi Jiwa,76,21,27.631578947368425,45.578947368421055
2024,August,Sales,Sales Executive,Asuransi Jiwa Rerum,Asuransi Jiwa,57,17,29.82456140350877,47.29824561403509
2024,August,Sales,Sales Executive,Asuransi Jiwa Tempore,Asuransi Jiwa,73,17,23.28767123287671,45.50684931506849
2024,August,Sales,Sales Executive,Asuransi Jiwa Ut,Asuransi Jiwa,67,16,23.88059701492537,44.92537313432836
2024,August,Sales,Sales Executive,Asuransi Jiwa Veritatis,Asuransi Jiwa,60,18,30.0,49.56666666666667
2024,August,Sales,Sales Executive,Asuransi Jiwa Voluptates,Asuransi Jiwa,73,19,26.027397260273972,42.794520547945204
2024,August,Sales,Sales Executive,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,73,25,34.24657534246575,40.6986301369863
2024,August,Sales,Sales Executive,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,65,14,21.53846153846154,41.63076923076923
2024,August,Sales,Sales Executive,Asuransi Kendaraan Facilis,Asuransi Kendaraan,60,18,30.0,47.2
2024,August,Sales,Sales Executive,Asuransi Kendaraan Harum,Asuransi Kendaraan,70,19,27.142857142857142,50.27142857142857
2024,August,Sales,Sales Executive,Asuransi Kendaraan In,Asuransi Kendaraan,72,18,25.0,48.166666666666664
2024,August,Sales,Sales Executive,Asuransi Kendaraan Ipsa,Asuransi Kendaraan,74,17,22.972972972972975,49.74324324324324
2024,August,Sales,Sales Executive,Asuransi Kendaraan Officiis,Asuransi Kendaraan,66,23,34.84848484848485,52.121212121212125
2024,August,Sales,Sales Executive,Asuransi Kendaraan Omnis,Asuransi Kendaraan,75,20,26.666666666666668,45.026666666666664
2024,August,Sales,Sales Executive,Asuransi Kendaraan Quasi,Asuransi Kendaraan,69,15,21.73913043478261,50.56521739130435
2024,August,Sales,Sales Executive,Asuransi Kendaraan Quis,Asuransi Kendaraan,73,16,21.91780821917808,48.863013698630134
2024,August,Sales,Sales Executive,Asuransi Kendaraan Quo,Asuransi Kendaraan,79,22,27.848101265822784,47.74683544303797
2024,August,Sales,Sales Executive,Asuransi Kendaraan Tempore,Asuransi Kendaraan,72,15,20.833333333333336,42.611111111111114
2024,August,Sales,Sales Executive,Asuransi Kendaraan Ullam,Asuransi Kendaraan,72,21,29.166666666666668,54.611111111111114
2024,August,Sales,Sales Executive,Asuransi Kendaraan Vel,Asuransi Kendaraan,70,11,15.714285714285714,48.44285714285714
2024,August,Sales,Sales Executive,Asuransi Kendaraan Voluptatibus,Asuransi Kendaraan,62,15,24.193548387096776,45.483870967741936
2024,August,Sales,Sales Executive,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,88,13,14.772727272727273,44.59090909090909
2024,August,Sales,Sales Executive,Asuransi Kesehatan Adipisci,Asuransi Kesehatan,68,14,20.588235294117645,52.6764705882353
2024,August,Sales,Sales Executive,Asuransi Kesehatan Animi,Asuransi Kesehatan,71,16,22.535211267605636,45.83098591549296
2024,August,Sales,Sales Executive,Asuransi Kesehatan Aut,Asuransi Kesehatan,68,17,25.0,53.529411764705884
2024,August,Sales,Sales Executive,Asuransi Kesehatan Blanditiis,Asuransi Kesehatan,62,22,35.483870967741936,43.564516129032256
2024,August,Sales,Sales Executive,Asuransi Kesehatan Cupiditate,Asuransi Kesehatan,67,25,37.3134328358209,48.850746268656714
2024,August,Sales,Sales Executive,Asuransi Kesehatan Distinctio,Asuransi Kesehatan,69,7,10.144927536231885,41.028985507246375
2024,August,Sales,Sales Executive,Asuransi Kesehatan Eaque,Asuransi Kesehatan,66,15,22.727272727272727,47.40909090909091
2024,August,Sales,Sales Executive,Asuransi Kesehatan Eligendi,Asuransi Kesehatan,69,20,28.985507246376812,44.56521739130435
2024,August,Sales,Sales Executive,Asuransi Kesehatan Eum,Asuransi Kesehatan,61,24,39.34426229508197,40.885245901639344
2024,August,Sales,Sales Executive,Asuransi Kesehatan Ex,Asuransi Kesehatan,140,36,25.71428571428571,45.642857142857146
2024,August,Sales,Sales Executive,Asuransi Kesehatan Excepturi,Asuransi Kesehatan,76,17,22.36842105263158,43.71052631578947
2024,August,Sales,Sales Executive,Asuransi Kesehatan Officia,Asuransi Kesehatan,61,15,24.59016393442623,47.885245901639344
2024,August,Sales,Sales Executive,Asuransi Kesehatan Officiis,Asuransi Kesehatan,218,68,31.19266055045872,45.674311926605505
2024,August,Sales,Sales Executive,Asuransi Kesehatan Optio,Asuransi Kesehatan,67,13,19.402985074626866,47.3134328358209
2024,August,Sales,Sales Executive,Asuransi Kesehatan Soluta,Asuransi Kesehatan,71,22,30.985915492957744,44.61971830985915
2024,August,Sales,Sales Executive,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,67,15,22.388059701492537,46.791044776119406
2024,August,Sales,Sales Executive,Asuransi Kesehatan Veniam,Asuransi Kesehatan,68,17,25.0,44.64705882352941
2024,August,Sales,Sales Executive,Asuransi Pendidikan Aspernatur,Asuransi Pendidikan,80,20,25.0,38.8625
2024,August,Sales,Sales Executive,Asuransi Pendidikan Delectus,Asuransi Pendidikan,76,17,22.36842105263158,50.328947368421055
2024,August,Sales,Sales Executive,Asuransi Pendidikan Et,Asuransi Pendidikan,77,13,16.883116883116884,46.48051948051948
2024,August,Sales,Sales Executive,Asuransi Pendidikan Eum,Asuransi Pendidikan,73,17,23.28767123287671,45.97260273972603
2024,August,Sales,Sales Executive,Asuransi Pendidikan Incidunt,Asuransi Pendidikan,70,20,28.57142857142857,43.5
2024,August,Sales,Sales Executive,Asuransi Pendidikan Inventore,Asuransi Pendidikan,83,21,25.301204819277107,39.91566265060241
2024,August,Sales,Sales Executive,Asuransi Pendidikan Magnam,Asuransi Pendidikan,70,18,25.71428571428571,48.542857142857144
2024,August,Sales,Sales Executive,Asuransi Pendidikan Minima,Asuransi Pendidikan,87,16,18.39080459770115,41.03448275862069
2024,August,Sales,Sales Executive,Asuransi Pendidikan Natus,Asuransi Pendidikan,61,11,18.0327868852459,55.16393442622951
2024,August,Sales,Sales Executive,Asuransi Pendidikan Nobis,Asuransi Pendidikan,79,19,24.050632911392405,53.860759493670884
2024,August,Sales,Sales Executive,Asuransi Pendidikan Nulla,Asuransi Pendidikan,65,20,30.76923076923077,41.15384615384615
2024,August,Sales,Sales Executive,Asuransi Pendidikan Occaecati,Asuransi Pendidikan,73,23,31.506849315068493,45.52054794520548
2024,August,Sales,Sales Executive,Asuransi Pendidikan Odio,Asuransi Pendidikan,81,23,28.39506172839506,48.72839506172839
2024,August,Sales,Sales Executive,Asuransi Pendidikan Odit,Asuransi Pendidikan,66,15,22.727272727272727,43.95454545454545
2024,August,Sales,Sales Executive,Asuransi Pendidikan Praesentium,Asuransi Pendidikan,65,20,30.76923076923077,46.69230769230769
2024,August,Sales,Sales Executive,Asuransi Pendidikan Quasi,Asuransi Pendidikan,53,12,22.641509433962266,43.0188679245283
2024,August,Sales,Sales Executive,Asuransi Pendidikan Qui,Asuransi Pendidikan,65,11,16.923076923076923,51.12307692307692
2024,August,Sales,Sales Executive,Asuransi Pendidikan Quod,Asuransi Pendidikan,74,20,27.027027027027028,41.729729729729726
2024,August,Sales,Sales Executive,Asuransi Pendidikan Recusandae,Asuransi Pendidikan,62,14,22.58064516129032,51.79032258064516
2024,August,Sales,Sales Executive,Asuransi Pendidikan Similique,Asuransi Pendidikan,70,19,27.142857142857142,40.857142857142854
2024,August,Sales,Sales Executive,Asuransi Pendidikan Sunt,Asuransi Pendidikan,68,19,27.941176470588236,48.98529411764706
2024,August,Sales,Sales Executive,Asuransi Pendidikan Suscipit,Asuransi Pendidikan,76,22,28.947368421052634,51.43421052631579
2024,August,Sales,Sales Executive,Asuransi Pendidikan Veritatis,Asuransi Pendidikan,82,23,28.04878048780488,48.68292682926829
2024,August,Sales,Sales Executive,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,72,23,31.944444444444443,45.0
2024,August,Sales,Sales Executive,Asuransi Properti Aspernatur,Asuransi Properti,62,11,17.741935483870968,46.693548387096776
2024,August,Sales,Sales Executive,Asuransi Properti Eligendi,Asuransi Properti,61,19,31.147540983606557,43.67213114754098
2024,August,Sales,Sales Executive,Asuransi Properti Error,Asuransi Properti,60,13,21.666666666666668,44.1
2024,August,Sales,Sales Executive,Asuransi Properti Eum,Asuransi Properti,77,18,23.376623376623375,45.4025974025974
2024,August,Sales,Sales Executive,Asuransi Properti Fugit,Asuransi Properti,63,13,20.634920634920633,46.12698412698413
2024,August,Sales,Sales Executive,Asuransi Properti Hic,Asuransi Properti,75,15,20.0,40.32
2024,August,Sales,Sales Executive,Asuransi Properti Illo,Asuransi Properti,69,22,31.88405797101449,44.98550724637681
2024,August,Sales,Sales Executive,Asuransi Properti Quidem,Asuransi Properti,64,10,15.625,45.84375
2024,August,Sales,Sales Executive,Asuransi Properti Quod,Asuransi Properti,65,15,23.076923076923077,46.46153846153846
2024,August,Sales,Sales Executive,Asuransi Properti Sapiente,Asuransi Properti,67,17,25.37313432835821,42.417910447761194
2024,August,Sales,Sales Executive,Asuransi Properti Soluta,Asuransi Properti,63,17,26.984126984126984,46.73015873015873
2024,August,Sales,Sales Executive,Asuransi Properti Suscipit,Asuransi Properti,65,17,26.153846153846157,48.52307692307692
2024,August,Sales,Sales Executive,Asuransi Properti Ullam,Asuransi Properti,66,19,28.78787878787879,45.833333333333336
2024,August,Sales,Sales Manager,Asuransi Jiwa Accusantium,Asuransi Jiwa,57,19,33.33333333333333,41.70175438596491
2024,August,Sales,Sales Manager,Asuransi Jiwa Consectetur,Asuransi Jiwa,59,15,25.423728813559322,46.71186440677966
2024,August,Sales,Sales Manager,Asuransi Jiwa Corrupti,Asuransi Jiwa,56,20,35.714285714285715,45.089285714285715
2024,August,Sales,Sales Manager,Asuransi Jiwa Dicta,Asuransi Jiwa,58,14,24.137931034482758,46.39655172413793
2024,August,Sales,Sales Manager,Asuransi Jiwa Dolor,Asuransi Jiwa,58,14,24.137931034482758,44.224137931034484
2024,August,Sales,Sales Manager,Asuransi Jiwa Explicabo,Asuransi Jiwa,59,16,27.11864406779661,45.45762711864407
2024,August,Sales,Sales Manager,Asuransi Jiwa Fugiat,Asuransi Jiwa,51,10,19.607843137254903,43.568627450980394
2024,August,Sales,Sales Manager,Asuransi Jiwa Impedit,Asuransi Jiwa,54,14,25.925925925925924,45.03703703703704
2024,August,Sales,Sales Manager,Asuransi Jiwa Ipsum,Asuransi Jiwa,78,16,20.51282051282051,47.17948717948718
2024,August,Sales,Sales Manager,Asuransi Jiwa Iure,Asuransi Jiwa,59,19,32.20338983050847,50.389830508474574
2024,August,Sales,Sales Manager,Asuransi Jiwa Libero,Asuransi Jiwa,65,13,20.0,52.12307692307692
2024,August,Sales,Sales Manager,Asuransi Jiwa Nam,Asuransi Jiwa,53,11,20.754716981132077,45.75471698113208
2024,August,Sales,Sales Manager,Asuransi Jiwa Neque,Asuransi Jiwa,63,15,23.809523809523807,50.41269841269841
2024,August,Sales,Sales Manager,Asuransi Jiwa Nisi,Asuransi Jiwa,63,12,19.047619047619047,40.22222222222222
2024,August,Sales,Sales Manager,Asuransi Jiwa Nostrum,Asuransi Jiwa,67,15,22.388059701492537,44.850746268656714
2024,August,Sales,Sales Manager,Asuransi Jiwa Odit,Asuransi Jiwa,111,36,32.432432432432435,49.03603603603604
2024,August,Sales,Sales Manager,Asuransi Jiwa Officia,Asuransi Jiwa,59,8,13.559322033898304,44.16949152542373
2024,August,Sales,Sales Manager,Asuransi Jiwa Omnis,Asuransi Jiwa,67,16,23.88059701492537,45.298507462686565
2024,August,Sales,Sales Manager,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,123,26,21.138211382113823,45.113821138211385
2024,August,Sales,Sales Manager,Asuransi Jiwa Quo,Asuransi Jiwa,60,22,36.666666666666664,43.083333333333336
2024,August,Sales,Sales Manager,Asuransi Jiwa Rerum,Asuransi Jiwa,74,22,29.72972972972973,47.82432432432432
2024,August,Sales,Sales Manager,Asuransi Jiwa Tempore,Asuransi Jiwa,48,12,25.0,46.229166666666664
2024,August,Sales,Sales Manager,Asuransi Jiwa Ut,Asuransi Jiwa,55,12,21.818181818181817,46.41818181818182
2024,August,Sales,Sales Manager,Asuransi Jiwa Veritatis,Asuransi Jiwa,59,15,25.423728813559322,50.54237288135593
2024,August,Sales,Sales Manager,Asuransi Jiwa Voluptates,Asuransi Jiwa,50,12,24.0,43.2
2024,August,Sales,Sales Manager,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,65,15,23.076923076923077,45.33846153846154
2024,August,Sales,Sales Manager,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,62,18,29.03225806451613,41.41935483870968
2024,August,Sales,Sales Manager,Asuransi Kendaraan Facilis,Asuransi Kendaraan,58,15,25.862068965517242,41.53448275862069
2024,August,Sales,Sales Manager,Asuransi Kendaraan Harum,Asuransi Kendaraan,48,15,31.25,53.208333333333336
