year_actual,month_name,interaction_type,channel,complaint_category,total_interactions,avg_duration,avg_satisfaction,follow_ups_required,avg_resolution_time
2024,August,Pembatalan Polis,Walk-in,,175,16.245714285714286,3.0161290322580645,48,60.0
2024,August,Pembatalan Polis,Website,,165,17.12727272727273,3.122950819672131,53,53.704918032786885
2024,August,Pembayaran,Call Center,,186,17.053763440860216,3.168,55,65.664
2024,August,Pembayaran,Email,,186,16.698924731182796,2.9603174603174605,62,61.904761904761905
2024,August,Pembayaran,Live Chat,,182,15.291208791208792,3.0991735537190084,47,62.28099173553719
2024,August,Pembayaran,Mobile App,,192,16.916666666666668,3.0142857142857142,52,65.65714285714286
2024,August,Pembayaran,Social Media,,170,16.36470588235294,3.0689655172413794,50,59.37931034482759
2024,August,Pembayaran,Walk-in,,160,17.26875,3.042016806722689,45,56.0672268907563
2024,August,Pembayaran,Website,,198,15.954545454545455,2.867132867132867,55,63.60839160839161
2024,August,Permintaan Informasi,Call Center,,181,17.46961325966851,2.7286821705426356,57,65.86046511627907
2024,August,Permintaan Informasi,Email,,177,16.73446327683616,2.9741379310344827,50,60.827586206896555
2024,August,Permintaan Informasi,Live Chat,,160,16.2375,3.0825688073394497,51,55.92660550458716
2024,August,Permintaan Informasi,Mobile App,,192,16.515625,3.141843971631206,57,54.638297872340424
2024,August,Permintaan Informasi,Social Media,,174,17.022988505747126,3.0227272727272725,55,61.63636363636363
2024,August,Permintaan Informasi,Walk-in,,184,16.054347826086957,3.143939393939394,49,60.18181818181818
2024,August,Permintaan Informasi,Website,,181,17.044198895027623,3.1297709923664123,55,62.83969465648855
2024,August,Pertanyaan,Call Center,,190,16.721052631578946,2.897810218978102,56,62.54014598540146
2024,August,Pertanyaan,Email,,166,17.14457831325301,2.814159292035398,51,66.90265486725664
2024,August,Pertanyaan,Live Chat,,177,17.016949152542374,3.068702290076336,56,64.4885496183206
2024,August,Pertanyaan,Mobile App,,189,16.507936507936506,3.141843971631206,67,59.40425531914894
2024,August,Pertanyaan,Social Media,,179,16.53072625698324,3.0390625,57,62.625
2024,August,Pertanyaan,Walk-in,,211,17.246445497630333,3.1366906474820144,62,59.7410071942446
2024,August,Pertanyaan,Website,,207,16.07246376811594,3.0921985815602837,64,61.787234042553195
2024,August,Perubahan Data,Call Center,,177,17.389830508474578,2.8067226890756305,55,61.714285714285715
2024,August,Perubahan Data,Email,,162,17.60493827160494,3.0825688073394497,43,61.65137614678899
2024,August,Perubahan Data,Live Chat,,164,16.963414634146343,2.905982905982906,49,56.41025641025641
2024,August,Perubahan Data,Mobile App,,159,16.20754716981132,2.861111111111111,35,61.333333333333336
2024,August,Perubahan Data,Social Media,,162,17.123456790123456,3.212962962962963,47,62.0
2024,August,Perubahan Data,Walk-in,,191,15.329842931937172,2.943548387096774,70,59.225806451612904
2024,August,Perubahan Data,Website,,156,15.51923076923077,3.0,56,61.00934579439252
2024,December,Keluhan,Call Center,Agent,24,34.875,2.4615384615384617,5,57.23076923076923
2024,December,Keluhan,Call Center,Harga,26,35.65384615384615,3.142857142857143,11,68.57142857142857
2024,December,Keluhan,Call Center,Informasi,22,31.318181818181817,3.0,7,52.23529411764706
2024,December,Keluhan,Call Center,Layanan,32,31.3125,3.0,14,49.142857142857146
2024,December,Keluhan,Call Center,Produk,29,36.275862068965516,3.45,6,61.2
2024,December,Keluhan,Call Center,Proses Klaim,29,35.172413793103445,3.238095238095238,6,76.57142857142857
2024,December,Keluhan,Call Center,Proses Pembayaran,26,28.53846153846154,3.055555555555556,14,42.666666666666664
2024,December,Keluhan,Email,Agent,18,29.72222222222222,2.9166666666666665,4,68.0
2024,December,Keluhan,Email,Harga,30,36.43333333333333,2.8260869565217392,10,62.608695652173914
2024,December,Keluhan,Email,Informasi,22,35.54545454545455,3.1875,9,73.5
2024,December,Keluhan,Email,Layanan,26,36.26923076923077,3.7222222222222223,6,65.33333333333333
2024,December,Keluhan,Email,Produk,31,39.225806451612904,3.1363636363636362,7,55.63636363636363
2024,December,Keluhan,Email,Proses Klaim,28,36.714285714285715,3.8,10,54.0
2024,December,Keluhan,Email,Proses Pembayaran,25,35.4,2.555555555555556,7,52.0
2024,December,Keluhan,Live Chat,Agent,33,33.84848484848485,2.75,13,61.714285714285715
2024,December,Keluhan,Live Chat,Harga,22,32.72727272727273,2.375,6,46.5
2024,December,Keluhan,Live Chat,Informasi,25,37.52,3.066666666666667,6,59.2
2024,December,Keluhan,Live Chat,Layanan,29,33.758620689655174,2.7,12,56.4
2024,December,Keluhan,Live Chat,Produk,29,35.41379310344828,3.3333333333333335,10,52.57142857142857
2024,December,Keluhan,Live Chat,Proses Klaim,20,35.45,3.2727272727272725,7,76.36363636363636
2024,December,Keluhan,Live Chat,Proses Pembayaran,20,32.9,3.1176470588235294,11,83.29411764705883
2024,December,Keluhan,Mobile App,Agent,26,35.07692307692308,2.3846153846153846,9,51.69230769230769
2024,December,Keluhan,Mobile App,Harga,27,35.074074074074076,2.8421052631578947,11,60.63157894736842
2024,December,Keluhan,Mobile App,Informasi,36,31.72222222222222,2.9285714285714284,15,61.714285714285715
2024,December,Keluhan,Mobile App,Layanan,29,39.10344827586207,2.444444444444444,8,68.0
2024,December,Keluhan,Mobile App,Produk,14,40.357142857142854,3.2,4,69.6
2024,December,Keluhan,Mobile App,Proses Klaim,22,25.727272727272727,2.6470588235294117,6,52.23529411764706
2024,December,Keluhan,Mobile App,Proses Pembayaran,28,36.107142857142854,3.142857142857143,5,73.14285714285714
2024,December,Keluhan,Social Media,Agent,29,35.55172413793103,2.6538461538461537,6,63.69230769230769
2024,December,Keluhan,Social Media,Harga,33,32.06060606060606,2.9130434782608696,9,59.47826086956522
2024,December,Keluhan,Social Media,Informasi,28,39.285714285714285,3.1666666666666665,9,72.0
2024,December,Keluhan,Social Media,Layanan,23,31.652173913043477,3.5625,7,82.5
2024,December,Keluhan,Social Media,Produk,25,37.36,2.411764705882353,10,70.58823529411765
2024,December,Keluhan,Social Media,Proses Klaim,24,32.5,3.1666666666666665,11,60.0
2024,December,Keluhan,Social Media,Proses Pembayaran,26,32.30769230769231,3.1333333333333333,9,49.6
2024,December,Keluhan,Walk-in,Agent,22,35.59090909090909,3.0,6,72.0
2024,December,Keluhan,Walk-in,Harga,16,39.875,2.6363636363636362,4,63.27272727272727
2024,December,Keluhan,Walk-in,Informasi,33,31.727272727272727,3.125,8,55.0
2024,December,Keluhan,Walk-in,Layanan,22,30.272727272727273,2.3529411764705883,3,69.17647058823529
2024,December,Keluhan,Walk-in,Produk,33,29.060606060606062,3.25,8,63.6
2024,December,Keluhan,Walk-in,Proses Klaim,20,30.0,2.857142857142857,7,58.285714285714285
2024,December,Keluhan,Walk-in,Proses Pembayaran,25,32.64,3.0,12,61.2
2024,December,Keluhan,Website,Agent,33,35.63636363636363,3.0416666666666665,10,63.0
2024,December,Keluhan,Website,Harga,26,33.15384615384615,3.0588235294117645,5,62.11764705882353
2024,December,Keluhan,Website,Informasi,33,40.0,2.782608695652174,8,59.47826086956522
2024,December,Keluhan,Website,Layanan,20,37.1,3.125,2,60.0
2024,December,Keluhan,Website,Produk,26,36.53846153846154,2.8333333333333335,14,52.0
2024,December,Keluhan,Website,Proses Klaim,12,34.916666666666664,3.25,6,57.0
2024,December,Keluhan,Website,Proses Pembayaran,25,32.16,3.076923076923077,10,62.76923076923077
2024,December,Klaim,Call Center,,176,34.73295454545455,3.15702479338843,56,62.28099173553719
2024,December,Klaim,Email,,180,34.516666666666666,3.111940298507463,55,63.76119402985075
2024,December,Klaim,Live Chat,,170,35.00588235294118,2.9745762711864407,36,63.86440677966102
2024,December,Klaim,Mobile App,,192,36.130208333333336,2.9846153846153847,40,65.9076923076923
2024,December,Klaim,Social Media,,168,33.964285714285715,3.0655737704918034,49,61.967213114754095
2024,December,Klaim,Walk-in,,163,34.38036809815951,2.8849557522123894,51,59.469026548672566
2024,December,Klaim,Website,,161,35.298136645962735,2.8636363636363638,46,60.872727272727275
2024,December,Pembatalan Polis,Call Center,,173,16.491329479768787,3.1,53,62.0
2024,December,Pembatalan Polis,Email,,183,16.103825136612024,2.841726618705036,66,61.12230215827338
2024,December,Pembatalan Polis,Live Chat,,199,15.92964824120603,3.0,62,58.90909090909091
2024,December,Pembatalan Polis,Mobile App,,165,16.2,2.7777777777777777,53,57.64102564102564
2024,December,Pembatalan Polis,Social Media,,164,16.24390243902439,3.12396694214876,64,55.33884297520661
2024,December,Pembatalan Polis,Walk-in,,176,16.232954545454547,2.936,56,68.16
2024,December,Pembatalan Polis,Website,,202,16.024752475247524,3.102189781021898,54,56.40875912408759
2024,December,Pembayaran,Call Center,,162,16.728395061728396,2.75,62,57.93103448275862
2024,December,Pembayaran,Email,,190,16.3,2.7971014492753623,50,58.78260869565217
2024,December,Pembayaran,Live Chat,,175,15.44,2.878787878787879,46,62.18181818181818
2024,December,Pembayaran,Mobile App,,150,16.866666666666667,3.1226415094339623,47,64.0754716981132
2024,December,Pembayaran,Social Media,,174,16.591954022988507,2.8632478632478633,44,64.0
2024,December,Pembayaran,Walk-in,,181,15.917127071823204,3.1194029850746268,61,61.07462686567164
2024,December,Pembayaran,Website,,179,16.664804469273744,3.0,45,63.93103448275862
2024,December,Permintaan Informasi,Call Center,,196,16.377551020408163,3.172661870503597,61,63.194244604316545
2024,December,Permintaan Informasi,Email,,180,17.566666666666666,2.7666666666666666,53,62.6
2024,December,Permintaan Informasi,Live Chat,,182,17.252747252747252,2.9430894308943087,64,66.34146341463415
2024,December,Permintaan Informasi,Mobile App,,188,17.898936170212767,3.140740740740741,58,58.31111111111111
2024,December,Permintaan Informasi,Social Media,,193,17.357512953367877,3.116279069767442,59,61.2093023255814
2024,December,Permintaan Informasi,Walk-in,,182,15.989010989010989,2.8015873015873014,55,62.666666666666664
2024,December,Permintaan Informasi,Website,,160,16.84375,2.864406779661017,54,56.54237288135593
2024,December,Pertanyaan,Call Center,,186,16.043010752688172,3.0229007633587788,57,57.70992366412214
2024,December,Pertanyaan,Email,,165,16.581818181818182,3.1074380165289255,53,58.31404958677686
2024,December,Pertanyaan,Live Chat,,185,16.01081081081081,3.0,49,60.096
2024,December,Pertanyaan,Mobile App,,182,17.060439560439562,3.0165289256198347,54,60.099173553719005
2024,December,Pertanyaan,Social Media,,182,16.835164835164836,3.1463414634146343,53,56.19512195121951
2024,December,Pertanyaan,Walk-in,,175,17.548571428571428,3.015625,50,56.4375
2024,December,Pertanyaan,Website,,175,16.34857142857143,3.379032258064516,57,63.67741935483871
2024,December,Perubahan Data,Call Center,,162,17.32716049382716,3.183333333333333,63,61.4
2024,December,Perubahan Data,Email,,164,15.646341463414634,3.0661157024793386,55,61.88429752066116
2024,December,Perubahan Data,Live Chat,,185,15.632432432432433,3.0161290322580645,57,61.354838709677416
2024,December,Perubahan Data,Mobile App,,154,15.876623376623376,2.953271028037383,48,55.626168224299064
2024,December,Perubahan Data,Social Media,,152,16.723684210526315,3.0,53,64.2051282051282
2024,December,Perubahan Data,Walk-in,,170,16.1,3.152542372881356,52,62.644067796610166
2024,December,Perubahan Data,Website,,159,16.528301886792452,3.1327433628318584,44,57.769911504424776
2024,July,Keluhan,Call Center,Agent,17,33.1764705882353,3.2142857142857144,3,54.857142857142854
2024,July,Keluhan,Call Center,Harga,28,41.642857142857146,2.8636363636363638,14,58.90909090909091
2024,July,Keluhan,Call Center,Informasi,25,36.88,3.388888888888889,9,48.0
2024,July,Keluhan,Call Center,Layanan,14,34.357142857142854,2.5,6,57.0
2024,July,Keluhan,Call Center,Produk,20,38.4,2.8461538461538463,7,55.38461538461539
2024,July,Keluhan,Call Center,Proses Klaim,20,36.85,2.933333333333333,7,49.6
2024,July,Keluhan,Call Center,Proses Pembayaran,16,29.4375,3.4166666666666665,3,72.0
2024,July,Keluhan,Email,Agent,15,28.933333333333334,3.2,7,62.4
2024,July,Keluhan,Email,Harga,25,28.56,3.230769230769231,6,44.30769230769231
2024,July,Keluhan,Email,Informasi,23,30.0,2.588235294117647,6,53.64705882352941
2024,July,Keluhan,Email,Layanan,27,33.44444444444444,3.3157894736842106,9,63.1578947368421
2024,July,Keluhan,Email,Produk,19,40.421052631578945,2.923076923076923,5,64.61538461538461
2024,July,Keluhan,Email,Proses Klaim,19,35.26315789473684,3.8181818181818183,7,54.54545454545455
2024,July,Keluhan,Email,Proses Pembayaran,18,35.611111111111114,3.3636363636363638,4,52.36363636363637
2024,July,Keluhan,Live Chat,Agent,25,33.48,3.25,7,68.4
2024,July,Keluhan,Live Chat,Harga,26,36.15384615384615,2.6,6,69.6
2024,July,Keluhan,Live Chat,Informasi,17,26.823529411764707,3.076923076923077,4,59.07692307692308
2024,July,Keluhan,Live Chat,Layanan,22,34.72727272727273,2.3529411764705883,7,46.588235294117645
2024,July,Keluhan,Live Chat,Produk,23,38.04347826086956,3.235294117647059,7,55.05882352941177
2024,July,Keluhan,Live Chat,Proses Klaim,18,32.55555555555556,2.5714285714285716,6,77.14285714285714
2024,July,Keluhan,Live Chat,Proses Pembayaran,29,34.10344827586207,3.1904761904761907,9,65.14285714285714
2024,July,Keluhan,Mobile App,Agent,16,38.5,2.3,7,57.6
2024,July,Keluhan,Mobile App,Harga,20,36.95,3.9375,6,54.0
2024,July,Keluhan,Mobile App,Informasi,18,33.55555555555556,2.6363636363636362,7,65.45454545454545
2024,July,Keluhan,Mobile App,Layanan,12,30.333333333333332,3.8,2,72.0
2024,July,Keluhan,Mobile App,Produk,24,37.083333333333336,2.8125,10,57.0
2024,July,Keluhan,Mobile App,Proses Klaim,18,29.666666666666668,3.235294117647059,4,53.64705882352941
2024,July,Keluhan,Mobile App,Proses Pembayaran,18,37.5,2.6923076923076925,1,64.61538461538461
2024,July,Keluhan,Social Media,Agent,17,27.705882352941178,3.7272727272727275,10,56.72727272727273
2024,July,Keluhan,Social Media,Harga,17,34.11764705882353,2.6666666666666665,9,62.0
2024,July,Keluhan,Social Media,Informasi,18,39.5,2.7777777777777777,3,42.666666666666664
2024,July,Keluhan,Social Media,Layanan,23,33.08695652173913,2.555555555555556,7,56.0
2024,July,Keluhan,Social Media,Produk,19,35.473684210526315,2.933333333333333,6,62.4
2024,July,Keluhan,Social Media,Proses Klaim,25,31.16,3.357142857142857,14,56.57142857142857
2024,July,Keluhan,Social Media,Proses Pembayaran,16,34.6875,3.5,3,62.0
2024,July,Keluhan,Walk-in,Agent,19,33.578947368421055,3.0,6,62.4
2024,July,Keluhan,Walk-in,Harga,19,33.89473684210526,3.0,7,66.46153846153847
2024,July,Keluhan,Walk-in,Informasi,23,38.52173913043478,3.15,6,68.4
2024,July,Keluhan,Walk-in,Layanan,23,42.30434782608695,3.0,6,69.0
2024,July,Keluhan,Walk-in,Produk,27,36.7037037037037,3.0,11,52.8
2024,July,Keluhan,Walk-in,Proses Klaim,20,29.5,3.0625,6,60.0
2024,July,Keluhan,Walk-in,Proses Pembayaran,13,35.84615384615385,3.1,6,79.2
2024,July,Keluhan,Website,Agent,15,30.066666666666666,2.9166666666666665,7,44.0
2024,July,Keluhan,Website,Harga,15,38.4,3.1666666666666665,3,68.0
2024,July,Keluhan,Website,Informasi,26,38.26923076923077,3.210526315789474,9,65.6842105263158
2024,July,Keluhan,Website,Layanan,9,37.0,2.5714285714285716,2,51.42857142857143
2024,July,Keluhan,Website,Produk,16,32.25,3.0,6,72.0
2024,July,Keluhan,Website,Proses Klaim,14,38.357142857142854,2.2,3,64.8
2024,July,Keluhan,Website,Proses Pembayaran,24,32.75,3.0,7,57.0
2024,July,Klaim,Call Center,,171,35.44444444444444,3.1293103448275863,48,63.51724137931034
2024,July,Klaim,Email,,156,33.17307692307692,2.8076923076923075,45,62.76923076923077
2024,July,Klaim,Live Chat,,143,34.58041958041958,3.046728971962617,44,63.02803738317757
2024,July,Klaim,Mobile App,,159,33.125786163522015,2.918918918918919,57,68.10810810810811
2024,July,Klaim,Social Media,,151,36.443708609271525,3.1150442477876106,44,59.68141592920354
2024,July,Klaim,Walk-in,,138,32.70289855072464,2.6436781609195403,36,64.0
2024,July,Klaim,Website,,131,37.152671755725194,2.9166666666666665,41,64.75
2024,July,Pembatalan Polis,Call Center,,125,15.832,3.087912087912088,37,61.45054945054945
2024,July,Pembatalan Polis,Email,,146,16.47945205479452,3.057142857142857,41,63.542857142857144
2024,July,Pembatalan Polis,Live Chat,,140,17.014285714285716,3.1894736842105265,36,61.38947368421053
2024,July,Pembatalan Polis,Mobile App,,124,17.153225806451612,2.857142857142857,44,58.54945054945055
2024,July,Pembatalan Polis,Social Media,,134,17.01492537313433,2.752577319587629,43,57.402061855670105
2024,July,Pembatalan Polis,Walk-in,,140,17.607142857142858,3.126315789473684,44,60.126315789473686
2024,July,Pembatalan Polis,Website,,134,17.432835820895523,3.3255813953488373,36,65.02325581395348
2024,July,Pembayaran,Call Center,,123,15.796747967479675,3.2375,41,62.7
2024,July,Pembayaran,Email,,151,16.629139072847682,3.0761904761904764,43,64.0
2024,July,Pembayaran,Live Chat,,133,16.30075187969925,2.989247311827957,39,53.67741935483871
2024,July,Pembayaran,Mobile App,,138,17.057971014492754,3.090909090909091,45,64.48484848484848
2024,July,Pembayaran,Social Media,,139,16.597122302158272,2.9473684210526314,35,62.14736842105263
2024,July,Pembayaran,Walk-in,,134,16.44776119402985,3.021276595744681,32,58.46808510638298
2024,July,Pembayaran,Website,,141,16.340425531914892,3.142857142857143,44,59.42857142857143
2024,July,Permintaan Informasi,Call Center,,153,16.45098039215686,2.8446601941747574,42,58.95145631067961
2024,July,Permintaan Informasi,Email,,121,17.702479338842974,3.2298850574712645,33,59.58620689655172
2024,July,Permintaan Informasi,Live Chat,,137,14.912408759124087,3.173469387755102,32,67.10204081632654
2024,July,Permintaan Informasi,Mobile App,,129,16.364341085271317,3.197802197802198,41,64.61538461538461
2024,July,Permintaan Informasi,Social Media,,135,16.511111111111113,3.2452830188679247,31,67.47169811320755
2024,July,Permintaan Informasi,Walk-in,,139,15.892086330935252,3.061855670103093,43,65.81443298969072
2024,July,Permintaan Informasi,Website,,146,16.054794520547944,3.2549019607843137,50,67.29411764705883
2024,July,Pertanyaan,Call Center,,133,15.879699248120302,3.27,40,62.64
2024,July,Pertanyaan,Email,,133,17.225563909774436,3.1770833333333335,36,61.25
2024,July,Pertanyaan,Live Chat,,157,17.515923566878982,3.125,53,59.785714285714285
2024,July,Pertanyaan,Mobile App,,127,17.125984251968504,2.967032967032967,44,57.75824175824176
2024,July,Pertanyaan,Social Media,,153,17.19607843137255,3.189189189189189,48,62.270270270270274
2024,July,Pertanyaan,Walk-in,,145,16.351724137931033,2.704761904761905,40,64.45714285714286
2024,July,Pertanyaan,Website,,129,16.968992248062015,2.88659793814433,35,56.65979381443299
2024,July,Perubahan Data,Call Center,,123,16.658536585365855,2.782051282051282,41,65.84615384615384
2024,July,Perubahan Data,Email,,135,16.074074074074073,3.0869565217391304,36,62.08695652173913
2024,July,Perubahan Data,Live Chat,,119,16.210084033613445,2.8860759493670884,39,62.88607594936709
2024,July,Perubahan Data,Mobile App,,139,16.510791366906474,3.0638297872340425,36,60.255319148936174
2024,July,Perubahan Data,Social Media,,141,16.51063829787234,2.871287128712871,48,65.58415841584159
2024,July,Perubahan Data,Walk-in,,126,17.484126984126984,2.755813953488372,37,60.55813953488372
2024,July,Perubahan Data,Website,,132,16.977272727272727,2.922222222222222,41,67.46666666666667
2024,November,Keluhan,Call Center,Agent,21,37.61904761904762,2.7333333333333334,6,65.6
2024,November,Keluhan,Call Center,Harga,28,36.07142857142857,2.857142857142857,8,54.857142857142854
2024,November,Keluhan,Call Center,Informasi,28,36.82142857142857,2.8181818181818183,8,65.45454545454545
2024,November,Keluhan,Call Center,Layanan,37,35.78378378378378,3.1724137931034484,10,54.62068965517241
2024,November,Keluhan,Call Center,Produk,23,32.52173913043478,3.2941176470588234,6,76.23529411764706
2024,November,Keluhan,Call Center,Proses Klaim,12,33.0,3.888888888888889,2,69.33333333333333
2024,November,Keluhan,Call Center,Proses Pembayaran,23,34.69565217391305,3.055555555555556,7,62.666666666666664
2024,November,Keluhan,Email,Agent,15,34.4,2.555555555555556,7,69.33333333333333
2024,November,Keluhan,Email,Harga,20,37.6,2.5625,6,70.5
2024,November,Keluhan,Email,Informasi,26,40.0,2.75,9,69.0
2024,November,Keluhan,Email,Layanan,32,37.125,3.260869565217391,5,59.47826086956522
2024,November,Keluhan,Email,Produk,36,29.86111111111111,3.1739130434782608,13,63.65217391304348
2024,November,Keluhan,Email,Proses Klaim,28,35.17857142857143,3.0,12,52.57142857142857
2024,November,Keluhan,Email,Proses Pembayaran,28,39.857142857142854,3.2,2,53.76
2024,November,Keluhan,Live Chat,Agent,21,34.333333333333336,2.7058823529411766,6,80.47058823529412
2024,November,Keluhan,Live Chat,Harga,27,34.55555555555556,2.619047619047619,9,52.57142857142857
2024,November,Keluhan,Live Chat,Informasi,28,34.357142857142854,3.1578947368421053,8,55.578947368421055
2024,November,Keluhan,Live Chat,Layanan,27,35.18518518518518,3.0625,9,60.0
2024,November,Keluhan,Live Chat,Produk,27,34.25925925925926,3.05,8,62.4
2024,November,Keluhan,Live Chat,Proses Klaim,21,37.333333333333336,3.4,11,56.0
2024,November,Keluhan,Live Chat,Proses Pembayaran,20,35.45,3.0,3,66.85714285714286
2024,November,Keluhan,Mobile App,Agent,35,36.2,2.4814814814814814,12,56.888888888888886
2024,November,Keluhan,Mobile App,Harga,17,35.94117647058823,3.0,3,56.57142857142857
2024,November,Keluhan,Mobile App,Informasi,25,36.24,2.888888888888889,8,68.0
2024,November,Keluhan,Mobile App,Layanan,24,36.125,2.7777777777777777,11,70.66666666666667
2024,November,Keluhan,Mobile App,Produk,20,30.55,3.3333333333333335,7,66.0
2024,November,Keluhan,Mobile App,Proses Klaim,20,38.8,2.2666666666666666,2,75.2
2024,November,Keluhan,Mobile App,Proses Pembayaran,23,37.08695652173913,3.0588235294117645,9,53.64705882352941
2024,November,Keluhan,Social Media,Agent,19,37.78947368421053,3.5384615384615383,4,70.15384615384616
2024,November,Keluhan,Social Media,Harga,21,36.95238095238095,2.8,4,51.2
