year_actual,month_name,department,jabatan,nama_product,jenis_product,total_activities,total_sales,conversion_rate,avg_activity_duration
2024,August,Sales,Regional Sales Manager,Asuransi Properti Voluptatibus,Asuransi Properti,71,19,26.76056338028169,46.23943661971831
2024,August,Sales,Sales Executive,Asuransi Jiwa Aliquid,Asuransi Jiwa,62,14,22.58064516129032,48.62903225806452
2024,August,Sales,Sales Executive,Asuransi Jiwa Animi,Asuransi Jiwa,117,33,28.205128205128204,49.034188034188034
2024,August,Sales,Sales Executive,Asuransi Jiwa Aperiam,Asuransi Jiwa,58,17,29.310344827586203,47.51724137931034
2024,August,Sales,Sales Executive,Asuransi Jiwa Commodi,Asuransi Jiwa,47,14,29.78723404255319,43.93617021276596
2024,August,Sales,Sales Executive,Asuransi Jiwa Eligendi,Asuransi Jiwa,68,16,23.52941176470588,50.44117647058823
2024,August,Sales,Sales Executive,Asuransi Jiwa Facere,Asuransi Jiwa,63,19,30.158730158730158,44.57142857142857
2024,August,Sales,Sales Executive,Asuransi Jiwa Fugiat,Asuransi Jiwa,52,13,25.0,47.59615384615385
2024,August,Sales,Sales Executive,Asuransi Jiwa Nemo,Asuransi Jiwa,66,11,16.666666666666664,43.515151515151516
2024,August,Sales,Sales Executive,Asuransi Jiwa Neque,Asuransi Jiwa,65,14,21.53846153846154,49.01538461538462
2024,August,Sales,Sales Executive,Asuransi Jiwa Odio,Asuransi Jiwa,74,14,18.91891891891892,42.013513513513516
2024,August,Sales,Sales Executive,Asuransi Jiwa Porro,Asuransi Jiwa,116,34,29.310344827586203,41.1551724137931
2024,August,Sales,Sales Executive,Asuransi Jiwa Quae,Asuransi Jiwa,58,18,31.03448275862069,40.706896551724135
2024,August,Sales,Sales Executive,Asuransi Jiwa Rem,Asuransi Jiwa,64,21,32.8125,48.71875
2024,August,Sales,Sales Executive,Asuransi Jiwa Repellat,Asuransi Jiwa,88,29,32.95454545454545,44.52272727272727
2024,August,Sales,Sales Executive,Asuransi Jiwa Tempora,Asuransi Jiwa,54,10,18.51851851851852,41.888888888888886
2024,August,Sales,Sales Executive,Asuransi Kendaraan Adipisci,Asuransi Kendaraan,68,11,16.176470588235293,54.205882352941174
2024,August,Sales,Sales Executive,Asuransi Kendaraan Asperiores,Asuransi Kendaraan,56,16,28.57142857142857,52.035714285714285
2024,August,Sales,Sales Executive,Asuransi Kendaraan Beatae,Asuransi Kendaraan,49,9,18.367346938775512,49.08163265306123
2024,August,Sales,Sales Executive,Asuransi Kendaraan Deserunt,Asuransi Kendaraan,70,12,17.142857142857142,44.84285714285714
2024,August,Sales,Sales Executive,Asuransi Kendaraan Ducimus,Asuransi Kendaraan,63,16,25.396825396825395,41.36507936507937
2024,August,Sales,Sales Executive,Asuransi Kendaraan Enim,Asuransi Kendaraan,70,21,30.0,42.214285714285715
2024,August,Sales,Sales Executive,Asuransi Kendaraan Error,Asuransi Kendaraan,65,17,26.153846153846157,49.47692307692308
2024,August,Sales,Sales Executive,Asuransi Kendaraan Expedita,Asuransi Kendaraan,61,17,27.86885245901639,45.9344262295082
2024,August,Sales,Sales Executive,Asuransi Kendaraan Explicabo,Asuransi Kendaraan,64,17,26.5625,52.15625
2024,August,Sales,Sales Executive,Asuransi Kendaraan Fugit,Asuransi Kendaraan,64,16,25.0,46.546875
2024,August,Sales,Sales Executive,Asuransi Kendaraan Laborum,Asuransi Kendaraan,73,21,28.767123287671232,43.75342465753425
2024,August,Sales,Sales Executive,Asuransi Kendaraan Minima,Asuransi Kendaraan,74,15,20.27027027027027,48.5945945945946
2024,August,Sales,Sales Executive,Asuransi Kendaraan Molestiae,Asuransi Kendaraan,61,18,29.508196721311474,48.32786885245902
2024,August,Sales,Sales Executive,Asuransi Kendaraan Odio,Asuransi Kendaraan,68,13,19.11764705882353,44.26470588235294
2024,August,Sales,Sales Executive,Asuransi Kendaraan Quaerat,Asuransi Kendaraan,63,16,25.396825396825395,39.38095238095238
2024,August,Sales,Sales Executive,Asuransi Kendaraan Quam,Asuransi Kendaraan,51,15,29.411764705882355,47.35294117647059
2024,August,Sales,Sales Executive,Asuransi Kendaraan Quasi,Asuransi Kendaraan,61,11,18.0327868852459,50.65573770491803
2024,August,Sales,Sales Executive,Asuransi Kendaraan Qui,Asuransi Kendaraan,65,16,24.615384615384617,45.55384615384615
2024,August,Sales,Sales Executive,Asuransi Kendaraan Rem,Asuransi Kendaraan,62,19,30.64516129032258,47.41935483870968
2024,August,Sales,Sales Executive,Asuransi Kendaraan Sequi,Asuransi Kendaraan,62,16,25.806451612903224,39.403225806451616
2024,August,Sales,Sales Executive,Asuransi Kendaraan Sit,Asuransi Kendaraan,72,11,15.277777777777779,44.375
2024,August,Sales,Sales Executive,Asuransi Kendaraan Vitae,Asuransi Kendaraan,71,12,16.901408450704224,43.309859154929576
2024,August,Sales,Sales Executive,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,75,17,22.666666666666664,50.48
2024,August,Sales,Sales Executive,Asuransi Kesehatan A,Asuransi Kesehatan,59,21,35.59322033898305,42.271186440677965
2024,August,Sales,Sales Executive,Asuransi Kesehatan Asperiores,Asuransi Kesehatan,68,16,23.52941176470588,45.5
2024,August,Sales,Sales Executive,Asuransi Kesehatan Doloribus,Asuransi Kesehatan,64,13,20.3125,47.296875
2024,August,Sales,Sales Executive,Asuransi Kesehatan Iure,Asuransi Kesehatan,69,17,24.637681159420293,40.289855072463766
2024,August,Sales,Sales Executive,Asuransi Kesehatan Libero,Asuransi Kesehatan,65,15,23.076923076923077,46.676923076923075
2024,August,Sales,Sales Executive,Asuransi Kesehatan Nesciunt,Asuransi Kesehatan,65,13,20.0,44.46153846153846
2024,August,Sales,Sales Executive,Asuransi Kesehatan Nulla,Asuransi Kesehatan,59,17,28.8135593220339,48.20338983050848
2024,August,Sales,Sales Executive,Asuransi Kesehatan Numquam,Asuransi Kesehatan,65,18,27.692307692307693,40.49230769230769
2024,August,Sales,Sales Executive,Asuransi Kesehatan Officiis,Asuransi Kesehatan,83,24,28.915662650602407,45.04819277108434
2024,August,Sales,Sales Executive,Asuransi Kesehatan Pariatur,Asuransi Kesehatan,56,10,17.857142857142858,56.0
2024,August,Sales,Sales Executive,Asuransi Kesehatan Perspiciatis,Asuransi Kesehatan,64,12,18.75,43.828125
2024,August,Sales,Sales Executive,Asuransi Kesehatan Placeat,Asuransi Kesehatan,72,14,19.444444444444446,51.236111111111114
2024,August,Sales,Sales Executive,Asuransi Kesehatan Quia,Asuransi Kesehatan,65,19,29.230769230769234,42.09230769230769
2024,August,Sales,Sales Executive,Asuransi Kesehatan Repellat,Asuransi Kesehatan,52,9,17.307692307692307,51.34615384615385
2024,August,Sales,Sales Executive,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,65,14,21.53846153846154,47.92307692307692
2024,August,Sales,Sales Executive,Asuransi Kesehatan Ullam,Asuransi Kesehatan,70,16,22.857142857142858,41.91428571428571
2024,August,Sales,Sales Executive,Asuransi Pendidikan Aut,Asuransi Pendidikan,67,18,26.865671641791046,47.134328358208954
2024,August,Sales,Sales Executive,Asuransi Pendidikan Blanditiis,Asuransi Pendidikan,73,19,26.027397260273972,45.04109589041096
2024,August,Sales,Sales Executive,Asuransi Pendidikan Consequuntur,Asuransi Pendidikan,65,16,24.615384615384617,51.738461538461536
2024,August,Sales,Sales Executive,Asuransi Pendidikan Corrupti,Asuransi Pendidikan,125,28,22.400000000000002,46.432
2024,August,Sales,Sales Executive,Asuransi Pendidikan Dolores,Asuransi Pendidikan,67,17,25.37313432835821,48.73134328358209
2024,August,Sales,Sales Executive,Asuransi Pendidikan Earum,Asuransi Pendidikan,49,15,30.612244897959183,35.48979591836735
2024,August,Sales,Sales Executive,Asuransi Pendidikan Enim,Asuransi Pendidikan,65,16,24.615384615384617,49.323076923076925
2024,August,Sales,Sales Executive,Asuransi Pendidikan Ipsa,Asuransi Pendidikan,69,11,15.942028985507244,44.56521739130435
2024,August,Sales,Sales Executive,Asuransi Pendidikan Ipsum,Asuransi Pendidikan,62,15,24.193548387096776,48.225806451612904
2024,August,Sales,Sales Executive,Asuransi Pendidikan Mollitia,Asuransi Pendidikan,64,16,25.0,41.421875
2024,August,Sales,Sales Executive,Asuransi Pendidikan Nesciunt,Asuransi Pendidikan,55,9,16.363636363636363,49.49090909090909
2024,August,Sales,Sales Executive,Asuransi Pendidikan Nostrum,Asuransi Pendidikan,69,22,31.88405797101449,44.666666666666664
2024,August,Sales,Sales Executive,Asuransi Pendidikan Numquam,Asuransi Pendidikan,67,17,25.37313432835821,49.02985074626866
2024,August,Sales,Sales Executive,Asuransi Pendidikan Omnis,Asuransi Pendidikan,60,20,33.33333333333333,47.18333333333333
2024,August,Sales,Sales Executive,Asuransi Pendidikan Pariatur,Asuransi Pendidikan,58,16,27.586206896551722,47.48275862068966
2024,August,Sales,Sales Executive,Asuransi Pendidikan Quis,Asuransi Pendidikan,72,17,23.61111111111111,40.34722222222222
2024,August,Sales,Sales Executive,Asuransi Pendidikan Quo,Asuransi Pendidikan,41,9,21.951219512195124,53.853658536585364
2024,August,Sales,Sales Executive,Asuransi Pendidikan Rem,Asuransi Pendidikan,67,14,20.8955223880597,50.32835820895522
2024,August,Sales,Sales Executive,Asuransi Pendidikan Soluta,Asuransi Pendidikan,68,11,16.176470588235293,46.69117647058823
2024,August,Sales,Sales Executive,Asuransi Pendidikan Tempore,Asuransi Pendidikan,62,17,27.419354838709676,43.096774193548384
2024,August,Sales,Sales Executive,Asuransi Pendidikan Voluptas,Asuransi Pendidikan,135,40,29.629629629629626,44.13333333333333
2024,August,Sales,Sales Executive,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,124,27,21.774193548387096,44.895161290322584
2024,August,Sales,Sales Executive,Asuransi Properti Ab,Asuransi Properti,63,22,34.92063492063492,49.98412698412698
2024,August,Sales,Sales Executive,Asuransi Properti Dolorem,Asuransi Properti,60,11,18.333333333333332,46.71666666666667
2024,August,Sales,Sales Executive,Asuransi Properti Eaque,Asuransi Properti,64,14,21.875,41.9375
2024,August,Sales,Sales Executive,Asuransi Properti Eligendi,Asuransi Properti,72,19,26.38888888888889,46.65277777777778
2024,August,Sales,Sales Executive,Asuransi Properti Enim,Asuransi Properti,66,14,21.21212121212121,44.71212121212121
2024,August,Sales,Sales Executive,Asuransi Properti Exercitationem,Asuransi Properti,61,15,24.59016393442623,45.63934426229508
2024,August,Sales,Sales Executive,Asuransi Properti Libero,Asuransi Properti,55,11,20.0,41.85454545454545
2024,August,Sales,Sales Executive,Asuransi Properti Molestiae,Asuransi Properti,55,17,30.909090909090907,42.49090909090909
2024,August,Sales,Sales Executive,Asuransi Properti Mollitia,Asuransi Properti,73,21,28.767123287671232,47.10958904109589
2024,August,Sales,Sales Executive,Asuransi Properti Placeat,Asuransi Properti,68,18,26.47058823529412,47.029411764705884
2024,August,Sales,Sales Executive,Asuransi Properti Quasi,Asuransi Properti,56,11,19.642857142857142,46.57142857142857
2024,August,Sales,Sales Executive,Asuransi Properti Quia,Asuransi Properti,57,13,22.807017543859647,44.87719298245614
2024,August,Sales,Sales Executive,Asuransi Properti Quidem,Asuransi Properti,62,17,27.419354838709676,46.983870967741936
2024,August,Sales,Sales Executive,Asuransi Properti Quo,Asuransi Properti,50,14,28.000000000000004,43.2
2024,August,Sales,Sales Executive,Asuransi Properti Repudiandae,Asuransi Properti,68,18,26.47058823529412,46.0
2024,August,Sales,Sales Executive,Asuransi Properti Tenetur,Asuransi Properti,63,15,23.809523809523807,46.0
2024,August,Sales,Sales Executive,Asuransi Properti Vel,Asuransi Properti,67,24,35.82089552238806,49.08955223880597
2024,August,Sales,Sales Executive,Asuransi Properti Veritatis,Asuransi Properti,59,15,25.423728813559322,43.94915254237288
2024,August,Sales,Sales Executive,Asuransi Properti Voluptatibus,Asuransi Properti,74,27,36.486486486486484,43.75675675675676
2024,August,Sales,Sales Manager,Asuransi Jiwa Aliquid,Asuransi Jiwa,63,9,14.285714285714285,45.857142857142854
2024,August,Sales,Sales Manager,Asuransi Jiwa Animi,Asuransi Jiwa,123,27,21.951219512195124,43.479674796747965
2024,August,Sales,Sales Manager,Asuransi Jiwa Aperiam,Asuransi Jiwa,68,21,30.88235294117647,43.955882352941174
2024,August,Sales,Sales Manager,Asuransi Jiwa Commodi,Asuransi Jiwa,67,22,32.83582089552239,49.776119402985074
2024,August,Sales,Sales Manager,Asuransi Jiwa Eligendi,Asuransi Jiwa,66,12,18.181818181818183,47.333333333333336
2024,August,Sales,Sales Manager,Asuransi Jiwa Facere,Asuransi Jiwa,58,15,25.862068965517242,47.89655172413793
2024,August,Sales,Sales Manager,Asuransi Jiwa Fugiat,Asuransi Jiwa,65,13,20.0,50.184615384615384
2024,August,Sales,Sales Manager,Asuransi Jiwa Nemo,Asuransi Jiwa,54,13,24.074074074074073,48.25925925925926
2024,August,Sales,Sales Manager,Asuransi Jiwa Neque,Asuransi Jiwa,61,15,24.59016393442623,49.24590163934426
2024,August,Sales,Sales Manager,Asuransi Jiwa Odio,Asuransi Jiwa,68,15,22.058823529411764,45.38235294117647
2024,August,Sales,Sales Manager,Asuransi Jiwa Porro,Asuransi Jiwa,120,32,26.666666666666668,45.166666666666664
2024,August,Sales,Sales Manager,Asuransi Jiwa Quae,Asuransi Jiwa,64,18,28.125,45.234375
2024,August,Sales,Sales Manager,Asuransi Jiwa Rem,Asuransi Jiwa,61,19,31.147540983606557,43.721311475409834
2024,August,Sales,Sales Manager,Asuransi Jiwa Repellat,Asuransi Jiwa,56,12,21.428571428571427,42.160714285714285
2024,August,Sales,Sales Manager,Asuransi Jiwa Tempora,Asuransi Jiwa,54,11,20.37037037037037,45.7962962962963
2024,August,Sales,Sales Manager,Asuransi Kendaraan Adipisci,Asuransi Kendaraan,55,18,32.72727272727273,42.4
2024,August,Sales,Sales Manager,Asuransi Kendaraan Asperiores,Asuransi Kendaraan,63,12,19.047619047619047,40.46031746031746
2024,August,Sales,Sales Manager,Asuransi Kendaraan Beatae,Asuransi Kendaraan,55,15,27.27272727272727,44.18181818181818
2024,August,Sales,Sales Manager,Asuransi Kendaraan Deserunt,Asuransi Kendaraan,56,11,19.642857142857142,47.107142857142854
2024,August,Sales,Sales Manager,Asuransi Kendaraan Ducimus,Asuransi Kendaraan,69,19,27.536231884057973,46.405797101449274
2024,August,Sales,Sales Manager,Asuransi Kendaraan Enim,Asuransi Kendaraan,53,17,32.075471698113205,43.15094339622642
2024,August,Sales,Sales Manager,Asuransi Kendaraan Error,Asuransi Kendaraan,69,24,34.78260869565217,49.072463768115945
2024,August,Sales,Sales Manager,Asuransi Kendaraan Expedita,Asuransi Kendaraan,68,27,39.705882352941174,49.161764705882355
2024,August,Sales,Sales Manager,Asuransi Kendaraan Explicabo,Asuransi Kendaraan,70,18,25.71428571428571,45.2
2024,August,Sales,Sales Manager,Asuransi Kendaraan Fugit,Asuransi Kendaraan,58,17,29.310344827586203,51.03448275862069
2024,August,Sales,Sales Manager,Asuransi Kendaraan Laborum,Asuransi Kendaraan,48,11,22.916666666666664,40.625
2024,August,Sales,Sales Manager,Asuransi Kendaraan Minima,Asuransi Kendaraan,72,18,25.0,41.19444444444444
2024,August,Sales,Sales Manager,Asuransi Kendaraan Molestiae,Asuransi Kendaraan,67,13,19.402985074626866,46.88059701492537
2024,August,Sales,Sales Manager,Asuransi Kendaraan Odio,Asuransi Kendaraan,65,16,24.615384615384617,44.09230769230769
2024,August,Sales,Sales Manager,Asuransi Kendaraan Quaerat,Asuransi Kendaraan,60,18,30.0,41.8
