year_actual,month_name,nama_product,jenis_product,kategori_premi,total_registrations,total_premium,total_sum_assured,avg_premium,referral_count
2024,August,Asuransi Kendaraan Adipisci,Asuransi Kendaraan,Medium,47,52796826.0,16213596533.0,1123336.7234042552,40
2024,August,Asuransi Kendaraan Asperiores,Asuransi Kendaraan,High,66,369867196.0,115610800963.0,5604048.424242424,53
2024,August,Asuransi Kendaraan Beatae,Asuransi Kendaraan,High,50,462827351.0,143192453292.0,9256547.02,44
2024,August,Asuransi Kendaraan Deserunt,Asuransi Kendaraan,High,65,608370150.0,190688634762.0,9359540.76923077,55
2024,August,Asuransi Kendaraan Ducimus,Asuransi Kendaraan,High,51,314997738.0,95578864546.0,6176426.235294118,42
2024,August,Asuransi Kendaraan Enim,Asuransi Kendaraan,High,57,454822330.0,140370691547.0,7979339.1228070175,48
2024,August,Asuransi Kendaraan Error,Asuransi Kendaraan,High,58,522201826.0,157462013058.0,9003479.75862069,50
2024,August,Asuransi Kendaraan Expedita,Asuransi Kendaraan,High,58,518572127.0,138124137213.0,8940898.74137931,44
2024,August,Asuransi Kendaraan Explicabo,Asuransi Kendaraan,Medium,62,235096488.0,72014012175.0,3791878.8387096776,52
2024,August,Asuransi Kendaraan Fugit,Asuransi Kendaraan,Low,66,46493914.0,12968768354.0,704453.2424242424,55
2024,August,Asuransi Kendaraan Laborum,Asuransi Kendaraan,High,61,336035379.0,100696480401.0,5508776.7049180325,51
2024,August,Asuransi Kendaraan Minima,Asuransi Kendaraan,High,49,450011335.0,136089131976.0,9183904.795918368,39
2024,August,Asuransi Kendaraan Molestiae,Asuransi Kendaraan,Medium,41,80297706.0,26508674208.0,1958480.6341463414,35
2024,August,Asuransi Kendaraan Odio,Asuransi Kendaraan,High,54,406555684.0,134458540425.0,7528808.962962963,48
2024,August,Asuransi Kendaraan Quaerat,Asuransi Kendaraan,Low,62,25782625.0,7097201759.0,415848.79032258067,53
2024,August,Asuransi Kendaraan Quam,Asuransi Kendaraan,Medium,51,138154674.0,39321080101.0,2708915.1764705884,43
2024,August,Asuransi Kendaraan Quasi,Asuransi Kendaraan,High,41,267174310.0,79506142143.0,6516446.585365853,31
2024,August,Asuransi Kendaraan Qui,Asuransi Kendaraan,Low,60,44956046.0,13582811390.0,749267.4333333333,46
2024,August,Asuransi Kendaraan Rem,Asuransi Kendaraan,High,58,298568980.0,88426415458.0,5147741.0344827585,47
2024,August,Asuransi Kendaraan Sequi,Asuransi Kendaraan,High,62,422225555.0,131646613833.0,6810089.596774193,51
2024,August,Asuransi Kendaraan Sit,Asuransi Kendaraan,Low,52,13088886.0,4147267720.0,251709.34615384616,41
2024,August,Asuransi Kendaraan Vitae,Asuransi Kendaraan,High,65,632259425.0,207838719089.0,9727068.076923076,53
2024,August,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,Medium,64,90332794.0,27548184438.0,1411449.90625,55
2024,August,Asuransi Kesehatan A,Asuransi Kesehatan,Medium,61,178272864.0,50276999304.0,2922505.9672131147,49
2024,August,Asuransi Kesehatan Asperiores,Asuransi Kesehatan,Medium,49,60226472.0,15907976304.0,1229111.6734693877,44
2024,August,Asuransi Kesehatan Doloribus,Asuransi Kesehatan,High,52,244099604.0,65415631863.0,4694223.153846154,42
2024,August,Asuransi Kesehatan Iure,Asuransi Kesehatan,Medium,59,177274978.0,56348030907.0,3004660.6440677964,50
2024,August,Asuransi Kesehatan Libero,Asuransi Kesehatan,High,61,356452878.0,107073298709.0,5843489.803278688,55
2024,August,Asuransi Kesehatan Nesciunt,Asuransi Kesehatan,High,62,392213002.0,135831685576.0,6326016.161290322,56
2024,August,Asuransi Kesehatan Nulla,Asuransi Kesehatan,High,56,387963432.0,117655015536.0,6927918.428571428,46
2024,August,Asuransi Kesehatan Numquam,Asuransi Kesehatan,High,49,337889795.0,99291330754.0,6895710.102040816,39
2024,August,Asuransi Kesehatan Officiis,Asuransi Kesehatan,High,57,441231350.0,125973760180.0,7740900.8771929825,44
2024,August,Asuransi Kesehatan Pariatur,Asuransi Kesehatan,High,53,433712076.0,128703221271.0,8183246.7169811325,49
2024,August,Asuransi Kesehatan Perspiciatis,Asuransi Kesehatan,Low,61,43926787.0,13038104748.0,720111.262295082,53
2024,August,Asuransi Kesehatan Placeat,Asuransi Kesehatan,Medium,70,192651509.0,57289907731.0,2752164.4142857143,50
2024,August,Asuransi Kesehatan Quia,Asuransi Kesehatan,High,57,276757008.0,87007882059.0,4855386.105263158,47
2024,August,Asuransi Kesehatan Repellat,Asuransi Kesehatan,High,55,453883616.0,134818693951.0,8252429.381818182,45
2024,August,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,High,69,463549709.0,135315835968.0,6718111.724637682,54
2024,August,Asuransi Kesehatan Ullam,Asuransi Kesehatan,High,47,343137400.0,110024333512.0,7300795.744680851,37
2024,August,Asuransi Pendidikan Aut,Asuransi Pendidikan,Medium,51,89609285.0,26286768948.0,1757044.8039215687,40
2024,August,Asuransi Pendidikan Blanditiis,Asuransi Pendidikan,High,48,296581900.0,83915018615.0,6178789.583333333,35
2024,August,Asuransi Pendidikan Consequuntur,Asuransi Pendidikan,Medium,64,74324493.0,21239567139.0,1161320.203125,51
2024,August,Asuransi Pendidikan Corrupti,Asuransi Pendidikan,High,52,305775426.0,98710921209.0,5880296.653846154,45
2024,August,Asuransi Pendidikan Corrupti,Asuransi Pendidikan,Medium,58,151402782.0,43665635382.0,2610392.793103448,51
2024,August,Asuransi Pendidikan Dolores,Asuransi Pendidikan,Low,61,20058612.0,6235778778.0,328829.7049180328,47
2024,August,Asuransi Pendidikan Earum,Asuransi Pendidikan,High,58,514653998.0,146566212822.0,8873344.793103449,51
2024,August,Asuransi Pendidikan Enim,Asuransi Pendidikan,High,57,421811909.0,121177513980.0,7400208.929824562,48
2024,August,Asuransi Pendidikan Ipsa,Asuransi Pendidikan,High,51,451286644.0,145862129260.0,8848757.725490196,37
2024,August,Asuransi Pendidikan Ipsum,Asuransi Pendidikan,Medium,56,200596391.0,55761394031.0,3582078.410714286,44
2024,August,Asuransi Pendidikan Mollitia,Asuransi Pendidikan,Medium,63,83804018.0,25408032642.0,1330222.507936508,52
2024,August,Asuransi Pendidikan Nesciunt,Asuransi Pendidikan,Medium,65,125883960.0,33387809123.0,1936676.3076923077,52
2024,August,Asuransi Pendidikan Nostrum,Asuransi Pendidikan,Medium,45,94675808.0,30906243218.0,2103906.8444444444,37
2024,August,Asuransi Pendidikan Numquam,Asuransi Pendidikan,High,49,317593768.0,94697034333.0,6481505.469387755,38
2024,August,Asuransi Pendidikan Omnis,Asuransi Pendidikan,Medium,64,174041843.0,52221727411.0,2719403.796875,59
2024,August,Asuransi Pendidikan Pariatur,Asuransi Pendidikan,High,44,284562869.0,84319732490.0,6467337.931818182,33
2024,August,Asuransi Pendidikan Quis,Asuransi Pendidikan,Medium,48,65524030.0,20433229137.0,1365083.9583333333,39
2024,August,Asuransi Pendidikan Quo,Asuransi Pendidikan,High,62,448913328.0,133074908864.0,7240537.548387097,47
2024,August,Asuransi Pendidikan Rem,Asuransi Pendidikan,High,67,455928564.0,133639105426.0,6804903.940298508,55
2024,August,Asuransi Pendidikan Soluta,Asuransi Pendidikan,Medium,69,136006246.0,39606341711.0,1971105.0144927537,60
2024,August,Asuransi Pendidikan Tempore,Asuransi Pendidikan,High,63,455255111.0,131409573921.0,7226271.603174604,47
2024,August,Asuransi Pendidikan Voluptas,Asuransi Pendidikan,High,122,895285534.0,265239821724.0,7338406.016393443,104
2024,August,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,Low,55,47103015.0,14165456420.0,856418.4545454546,46
2024,August,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,Medium,61,207061186.0,56705069029.0,3394445.6721311477,43
2024,August,Asuransi Properti Ab,Asuransi Properti,High,63,526825846.0,143610207773.0,8362315.015873016,52
2024,August,Asuransi Properti Dolorem,Asuransi Properti,High,57,243239762.0,74237819014.0,4267364.245614035,48
2024,August,Asuransi Properti Eaque,Asuransi Properti,High,51,400561374.0,112057291252.0,7854144.588235294,40
2024,August,Asuransi Properti Eligendi,Asuransi Properti,High,57,388774412.0,130517132206.0,6820603.719298245,45
2024,August,Asuransi Properti Enim,Asuransi Properti,Medium,72,270093524.0,80155829252.0,3751298.9444444445,57
2024,August,Asuransi Properti Exercitationem,Asuransi Properti,High,65,346495470.0,108520900361.0,5330699.538461538,49
2024,August,Asuransi Properti Libero,Asuransi Properti,Medium,58,117754354.0,34434696868.0,2030247.4827586208,51
2024,August,Asuransi Properti Molestiae,Asuransi Properti,High,39,290488805.0,95306039106.0,7448430.897435897,30
2024,August,Asuransi Properti Mollitia,Asuransi Properti,High,62,300727525.0,87791535300.0,4850443.951612903,54
2024,August,Asuransi Properti Placeat,Asuransi Properti,High,64,412759505.0,118982836536.0,6449367.265625,56
2024,August,Asuransi Properti Quasi,Asuransi Properti,Low,52,12743293.0,3789508988.0,245063.32692307694,39
2024,August,Asuransi Properti Quia,Asuransi Properti,High,62,512321569.0,167015911207.0,8263251.112903226,52
2024,August,Asuransi Properti Quidem,Asuransi Properti,High,57,232618428.0,68393474106.0,4081025.052631579,44
2024,August,Asuransi Properti Quo,Asuransi Properti,High,62,544139083.0,158048310113.0,8776436.822580645,58
2024,August,Asuransi Properti Repudiandae,Asuransi Properti,High,62,319282439.0,89437432183.0,5149716.758064516,48
2024,August,Asuransi Properti Tenetur,Asuransi Properti,High,61,377859671.0,112047392555.0,6194420.836065574,48
2024,August,Asuransi Properti Vel,Asuransi Properti,High,51,194025127.0,59072995430.0,3804414.254901961,41
2024,August,Asuransi Properti Veritatis,Asuransi Properti,Medium,59,78771749.0,22207511494.0,1335114.3898305085,51
2024,August,Asuransi Properti Voluptatibus,Asuransi Properti,High,60,472135731.0,159744016945.0,7868928.85,44
2024,December,Asuransi Jiwa Aliquid,Asuransi Jiwa,High,51,431385733.0,122904196752.0,8458543.784313725,46
2024,December,Asuransi Jiwa Animi,Asuransi Jiwa,High,49,412618016.0,131318784686.0,8420775.836734693,41
2024,December,Asuransi Jiwa Animi,Asuransi Jiwa,Medium,53,165490670.0,52952433702.0,3122465.4716981133,49
2024,December,Asuransi Jiwa Aperiam,Asuransi Jiwa,High,77,513494557.0,150186806475.0,6668760.48051948,60
2024,December,Asuransi Jiwa Commodi,Asuransi Jiwa,High,62,499428955.0,142015068419.0,8055305.725806451,53
2024,December,Asuransi Jiwa Eligendi,Asuransi Jiwa,High,73,516356392.0,155163247776.0,7073375.232876712,58
2024,December,Asuransi Jiwa Facere,Asuransi Jiwa,Medium,60,211367164.0,62393445299.0,3522786.066666667,48
2024,December,Asuransi Jiwa Fugiat,Asuransi Jiwa,High,54,217540286.0,61691283264.0,4028523.814814815,46
2024,December,Asuransi Jiwa Nemo,Asuransi Jiwa,Medium,67,127862788.0,38633187681.0,1908399.8208955224,56
2024,December,Asuransi Jiwa Neque,Asuransi Jiwa,Medium,56,176779335.0,51729883478.0,3156773.839285714,53
2024,December,Asuransi Jiwa Odio,Asuransi Jiwa,High,71,507608107.0,147588840603.0,7149409.957746479,60
2024,December,Asuransi Jiwa Porro,Asuransi Jiwa,High,120,572671364.0,167464780583.0,4772261.366666666,103
2024,December,Asuransi Jiwa Quae,Asuransi Jiwa,Medium,72,180635857.0,55044132053.0,2508831.347222222,62
2024,December,Asuransi Jiwa Rem,Asuransi Jiwa,Low,56,26177116.0,7201141631.0,467448.5,44
2024,December,Asuransi Jiwa Repellat,Asuransi Jiwa,Medium,55,81681975.0,23946459950.0,1485126.8181818181,47
2024,December,Asuransi Jiwa Tempora,Asuransi Jiwa,High,59,347415694.0,115873739067.0,5888401.593220339,47
2024,December,Asuransi Kendaraan Adipisci,Asuransi Kendaraan,Medium,69,78884668.0,22514940778.0,1143256.0579710144,53
2024,December,Asuransi Kendaraan Asperiores,Asuransi Kendaraan,High,58,314093571.0,96641603668.0,5415406.3965517245,44
2024,December,Asuransi Kendaraan Beatae,Asuransi Kendaraan,High,61,595829316.0,166373283663.0,9767693.704918033,46
2024,December,Asuransi Kendaraan Deserunt,Asuransi Kendaraan,High,49,442792152.0,124636614094.0,9036574.530612245,41
2024,December,Asuransi Kendaraan Ducimus,Asuransi Kendaraan,High,54,324428808.0,89981210132.0,6007940.888888889,43
2024,December,Asuransi Kendaraan Enim,Asuransi Kendaraan,High,50,413930051.0,119944995890.0,8278601.02,40
2024,December,Asuransi Kendaraan Error,Asuransi Kendaraan,High,40,355823613.0,119168029683.0,8895590.325,31
2024,December,Asuransi Kendaraan Expedita,Asuransi Kendaraan,High,60,538361523.0,161946971925.0,8972692.05,52
2024,December,Asuransi Kendaraan Explicabo,Asuransi Kendaraan,Medium,56,203584769.0,60593211213.0,3635442.3035714286,44
2024,December,Asuransi Kendaraan Fugit,Asuransi Kendaraan,Low,47,32987878.0,9013433208.0,701869.7446808511,39
2024,December,Asuransi Kendaraan Laborum,Asuransi Kendaraan,High,62,383823033.0,111439568975.0,6190694.080645162,53
2024,December,Asuransi Kendaraan Minima,Asuransi Kendaraan,High,63,515743326.0,155371589694.0,8186402.0,47
2024,December,Asuransi Kendaraan Molestiae,Asuransi Kendaraan,Medium,57,120285326.0,38773049006.0,2110268.8771929825,49
2024,December,Asuransi Kendaraan Odio,Asuransi Kendaraan,High,59,460221036.0,139268094359.0,7800356.542372881,49
2024,December,Asuransi Kendaraan Quaerat,Asuransi Kendaraan,Low,45,20093936.0,5575819016.0,446531.9111111111,38
2024,December,Asuransi Kendaraan Quam,Asuransi Kendaraan,Medium,58,168466453.0,48166179219.0,2904594.0172413792,50
2024,December,Asuransi Kendaraan Quasi,Asuransi Kendaraan,High,66,427684684.0,145672431139.0,6480070.96969697,55
2024,December,Asuransi Kendaraan Qui,Asuransi Kendaraan,Low,46,34077005.0,10858249813.0,740804.4565217391,36
2024,December,Asuransi Kendaraan Rem,Asuransi Kendaraan,High,61,316899725.0,97304052069.0,5195077.459016394,49
2024,December,Asuransi Kendaraan Sequi,Asuransi Kendaraan,High,62,462155125.0,123902253517.0,7454114.919354838,53
2024,December,Asuransi Kendaraan Sit,Asuransi Kendaraan,Low,54,13944283.0,3933215282.0,258227.46296296295,42
2024,December,Asuransi Kendaraan Vitae,Asuransi Kendaraan,High,61,567945082.0,174248328233.0,9310575.114754098,52
2024,December,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,Medium,65,94630765.0,26802524171.0,1455857.923076923,53
2024,December,Asuransi Kesehatan A,Asuransi Kesehatan,Medium,56,149766570.0,42909062868.0,2674403.035714286,43
2024,December,Asuransi Kesehatan Asperiores,Asuransi Kesehatan,Medium,49,65149447.0,20077605636.0,1329580.551020408,45
2024,December,Asuransi Kesehatan Doloribus,Asuransi Kesehatan,High,53,248189232.0,68443234000.0,4682815.698113208,47
2024,December,Asuransi Kesehatan Iure,Asuransi Kesehatan,Medium,71,231487023.0,69865007836.0,3260380.6056338027,56
2024,December,Asuransi Kesehatan Libero,Asuransi Kesehatan,High,56,328222058.0,97982353956.0,5861108.178571428,46
2024,December,Asuransi Kesehatan Nesciunt,Asuransi Kesehatan,High,58,372028129.0,118209940988.0,6414278.086206896,44
2024,December,Asuransi Kesehatan Nulla,Asuransi Kesehatan,High,69,519931500.0,151684626744.0,7535239.130434782,58
2024,December,Asuransi Kesehatan Numquam,Asuransi Kesehatan,High,77,511731643.0,151035690527.0,6645865.493506493,61
2024,December,Asuransi Kesehatan Officiis,Asuransi Kesehatan,High,57,449261038.0,133172776954.0,7881772.596491228,49
2024,December,Asuransi Kesehatan Pariatur,Asuransi Kesehatan,High,51,442922178.0,140941772265.0,8684748.588235294,43
2024,December,Asuransi Kesehatan Perspiciatis,Asuransi Kesehatan,Low,49,38662479.0,12828265816.0,789030.1836734693,41
2024,December,Asuransi Kesehatan Placeat,Asuransi Kesehatan,Medium,50,131755104.0,42321318526.0,2635102.08,42
2024,December,Asuransi Kesehatan Quia,Asuransi Kesehatan,High,49,232495777.0,72317629288.0,4744811.775510204,45
2024,December,Asuransi Kesehatan Repellat,Asuransi Kesehatan,High,58,519978692.0,159561361013.0,8965149.862068966,46
2024,December,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,High,57,413087340.0,122670903681.0,7247146.315789473,49
2024,December,Asuransi Kesehatan Ullam,Asuransi Kesehatan,High,48,366747771.0,117091311359.0,7640578.5625,42
2024,December,Asuransi Pendidikan Aut,Asuransi Pendidikan,Medium,53,93350805.0,27383500828.0,1761335.9433962265,38
2024,December,Asuransi Pendidikan Blanditiis,Asuransi Pendidikan,High,62,383557038.0,114354986093.0,6186403.838709678,50
2024,December,Asuransi Pendidikan Consequuntur,Asuransi Pendidikan,Medium,72,90057418.0,26965085389.0,1250797.4722222222,52
2024,December,Asuransi Pendidikan Corrupti,Asuransi Pendidikan,High,61,340062171.0,105944178027.0,5574789.68852459,50
2024,December,Asuransi Pendidikan Corrupti,Asuransi Pendidikan,Medium,58,175217335.0,51713220983.0,3020988.5344827585,47
2024,December,Asuransi Pendidikan Dolores,Asuransi Pendidikan,Low,56,15236534.0,4778494426.0,272080.96428571426,50
2024,December,Asuransi Pendidikan Earum,Asuransi Pendidikan,High,55,521419407.0,142303041314.0,9480352.854545455,47
2024,December,Asuransi Pendidikan Enim,Asuransi Pendidikan,High,49,349928736.0,107186932271.0,7141402.775510204,38
2024,December,Asuransi Pendidikan Ipsa,Asuransi Pendidikan,High,42,372761845.0,105808475404.0,8875282.023809524,39
2024,December,Asuransi Pendidikan Ipsum,Asuransi Pendidikan,Medium,64,221288279.0,66200645537.0,3457629.359375,51
2024,December,Asuransi Pendidikan Mollitia,Asuransi Pendidikan,Medium,54,67768309.0,20041645762.0,1254968.6851851852,48
2024,December,Asuransi Pendidikan Nesciunt,Asuransi Pendidikan,Medium,74,138881733.0,39313260213.0,1876780.1756756757,64
2024,December,Asuransi Pendidikan Nostrum,Asuransi Pendidikan,Medium,55,101716067.0,27862221252.0,1849383.0363636364,48
2024,December,Asuransi Pendidikan Numquam,Asuransi Pendidikan,High,73,504128099.0,148741371449.0,6905864.369863014,59
2024,December,Asuransi Pendidikan Omnis,Asuransi Pendidikan,Medium,54,132688077.0,36461697642.0,2457186.611111111,46
2024,December,Asuransi Pendidikan Pariatur,Asuransi Pendidikan,High,48,322808680.0,106610373602.0,6725180.833333333,40
2024,December,Asuransi Pendidikan Quis,Asuransi Pendidikan,Medium,48,66940768.0,21294604628.0,1394599.3333333333,38
2024,December,Asuransi Pendidikan Quo,Asuransi Pendidikan,High,68,561775727.0,169327409239.0,8261407.75,55
2024,December,Asuransi Pendidikan Rem,Asuransi Pendidikan,High,52,341384935.0,97405884647.0,6565094.903846154,44
2024,December,Asuransi Pendidikan Soluta,Asuransi Pendidikan,Medium,56,121173005.0,34590300985.0,2163803.660714286,48
2024,December,Asuransi Pendidikan Tempore,Asuransi Pendidikan,High,55,407544375.0,118808476269.0,7409897.7272727275,45
2024,December,Asuransi Pendidikan Voluptas,Asuransi Pendidikan,High,121,891279713.0,271856545025.0,7365948.041322314,101
2024,December,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,Low,52,42857873.0,11421693786.0,824189.8653846154,43
2024,December,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,Medium,56,179057006.0,53243073555.0,3197446.535714286,50
2024,December,Asuransi Properti Ab,Asuransi Properti,High,54,505500793.0,147904783583.0,9361125.796296297,42
2024,December,Asuransi Properti Dolorem,Asuransi Properti,High,63,290333625.0,89707445611.0,4608470.238095238,56
2024,December,Asuransi Properti Eaque,Asuransi Properti,High,59,568338289.0,151181337514.0,9632852.355932204,50
2024,December,Asuransi Properti Eligendi,Asuransi Properti,High,54,370761699.0,103490178841.0,6865957.388888889,43
2024,December,Asuransi Properti Enim,Asuransi Properti,Medium,57,207764246.0,62658678785.0,3644986.7719298247,45
2024,December,Asuransi Properti Exercitationem,Asuransi Properti,High,72,346760368.0,104784947964.0,4816116.222222222,64
2024,December,Asuransi Properti Libero,Asuransi Properti,Medium,44,92489898.0,26444095821.0,2102043.1363636362,39
2024,December,Asuransi Properti Molestiae,Asuransi Properti,High,61,409475364.0,124639166549.0,6712710.8852459015,50
2024,December,Asuransi Properti Mollitia,Asuransi Properti,High,72,368136475.0,109230455425.0,5113006.597222222,60
2024,December,Asuransi Properti Placeat,Asuransi Properti,High,46,313226314.0,96131228100.0,6809267.695652174,38
2024,December,Asuransi Properti Quasi,Asuransi Properti,Low,64,14775364.0,4511873997.0,230865.0625,54
2024,December,Asuransi Properti Quia,Asuransi Properti,High,49,420307136.0,131375344785.0,8577696.653061224,42
2024,December,Asuransi Properti Quidem,Asuransi Properti,High,40,164362382.0,53391296784.0,4109059.55,31
2024,December,Asuransi Properti Quo,Asuransi Properti,High,60,570807984.0,171881046315.0,9513466.4,54
2024,December,Asuransi Properti Repudiandae,Asuransi Properti,High,63,322817935.0,90062127063.0,5124094.206349206,51
2024,December,Asuransi Properti Tenetur,Asuransi Properti,High,52,335208848.0,102978760084.0,6446324.0,42
2024,December,Asuransi Properti Vel,Asuransi Properti,High,60,230930906.0,68600730827.0,3848848.433333333,43
2024,December,Asuransi Properti Veritatis,Asuransi Properti,Medium,51,68115625.0,19988947290.0,1335600.4901960783,46
2024,December,Asuransi Properti Voluptatibus,Asuransi Properti,High,54,398401685.0,108194008582.0,7377808.981481481,43
2024,July,Asuransi Jiwa Aliquid,Asuransi Jiwa,High,49,484589979.0,151231381688.0,9889591.408163264,42
2024,July,Asuransi Jiwa Animi,Asuransi Jiwa,High,42,350636768.0,104225010291.0,8348494.476190476,33
2024,July,Asuransi Jiwa Animi,Asuransi Jiwa,Medium,50,150618660.0,46260186244.0,3012373.2,39
2024,July,Asuransi Jiwa Aperiam,Asuransi Jiwa,High,44,301147185.0,81837626127.0,6844254.204545454,37
2024,July,Asuransi Jiwa Commodi,Asuransi Jiwa,High,39,313903107.0,94059535143.0,8048797.615384615,34
2024,July,Asuransi Jiwa Eligendi,Asuransi Jiwa,High,52,379106487.0,116529624076.0,7290509.365384615,44
2024,July,Asuransi Jiwa Facere,Asuransi Jiwa,Medium,46,145432658.0,42115947630.0,3161579.5217391304,39
2024,July,Asuransi Jiwa Fugiat,Asuransi Jiwa,High,49,204027093.0,61184206130.0,4163818.224489796,38
2024,July,Asuransi Jiwa Nemo,Asuransi Jiwa,Medium,46,92785385.0,28963652614.0,2017073.5869565217,35
2024,July,Asuransi Jiwa Neque,Asuransi Jiwa,Medium,44,139750186.0,41532612150.0,3176140.590909091,35
2024,July,Asuransi Jiwa Odio,Asuransi Jiwa,High,57,488004522.0,161522830157.0,8561482.842105264,46
2024,July,Asuransi Jiwa Porro,Asuransi Jiwa,High,109,533466293.0,156396154764.0,4894186.174311927,84
2024,July,Asuransi Jiwa Quae,Asuransi Jiwa,Medium,44,105585797.0,31518312249.0,2399677.2045454546,41
2024,July,Asuransi Jiwa Rem,Asuransi Jiwa,Low,51,24329894.0,7792399661.0,477056.7450980392,41
2024,July,Asuransi Jiwa Repellat,Asuransi Jiwa,Medium,56,79433841.0,24475219653.0,1418461.4464285714,47
2024,July,Asuransi Jiwa Tempora,Asuransi Jiwa,High,47,272157658.0,89212424189.0,5790588.468085106,39
2024,July,Asuransi Kendaraan Adipisci,Asuransi Kendaraan,Medium,61,62396246.0,18002759760.0,1022889.2786885246,48
2024,July,Asuransi Kendaraan Asperiores,Asuransi Kendaraan,High,50,277987489.0,84335299869.0,5559749.78,41
2024,July,Asuransi Kendaraan Beatae,Asuransi Kendaraan,High,41,377082494.0,116533597072.0,9197134.0,36
2024,July,Asuransi Kendaraan Deserunt,Asuransi Kendaraan,High,38,326465398.0,90761606064.0,8591194.684210526,29
2024,July,Asuransi Kendaraan Ducimus,Asuransi Kendaraan,High,49,298650550.0,100028757741.0,6094909.183673469,41
2024,July,Asuransi Kendaraan Enim,Asuransi Kendaraan,High,50,339656305.0,111712711567.0,6793126.1,41
2024,July,Asuransi Kendaraan Error,Asuransi Kendaraan,High,43,346989370.0,102428123429.0,8069520.23255814,36
2024,July,Asuransi Kendaraan Expedita,Asuransi Kendaraan,High,50,406582136.0,125785898566.0,8131642.72,42
2024,July,Asuransi Kendaraan Explicabo,Asuransi Kendaraan,Medium,55,203202812.0,55597744739.0,3694596.581818182,45
2024,July,Asuransi Kendaraan Fugit,Asuransi Kendaraan,Low,58,36269396.0,10887422069.0,625334.4137931034,51
2024,July,Asuransi Kendaraan Laborum,Asuransi Kendaraan,High,42,244417041.0,73911049207.0,5819453.357142857,36
2024,July,Asuransi Kendaraan Minima,Asuransi Kendaraan,High,49,453688645.0,126665554161.0,9258951.93877551,44
2024,July,Asuransi Kendaraan Molestiae,Asuransi Kendaraan,Medium,34,72665667.0,21886771892.0,2137225.5,26
2024,July,Asuransi Kendaraan Odio,Asuransi Kendaraan,High,65,546817398.0,166348769533.0,8412575.353846153,54
2024,July,Asuransi Kendaraan Quaerat,Asuransi Kendaraan,Low,54,22364820.0,6680091713.0,414163.3333333333,43
2024,July,Asuransi Kendaraan Quam,Asuransi Kendaraan,Medium,46,130386332.0,39403028536.0,2834485.4782608696,41
2024,July,Asuransi Kendaraan Quasi,Asuransi Kendaraan,High,37,256542217.0,77934649483.0,6933573.432432433,30
2024,July,Asuransi Kendaraan Qui,Asuransi Kendaraan,Low,50,35796850.0,10159750936.0,715937.0,40
2024,July,Asuransi Kendaraan Rem,Asuransi Kendaraan,High,38,210803590.0,66249821468.0,5547462.894736842,33
2024,July,Asuransi Kendaraan Sequi,Asuransi Kendaraan,High,40,293739314.0,95389771502.0,7343482.85,34
2024,July,Asuransi Kendaraan Sit,Asuransi Kendaraan,Low,38,9314291.0,2880712708.0,245112.92105263157,32
